tu	regions	root_tok	new_lines	new_regions	new_blocks	deepest	root_z3	line_def	region_def	block_def	missing	fill_z3	total_z	cum_z	blocks	pairs	srcbytes
69	2096	9	0	0	0	1599	36	0	0	0	0	0	52	16487	26031	277013	1832126
70	2626	12	0	0	0	1599	45	0	0	0	0	0	61	16548	26031	277016	2042998
71	2639	13	0	0	0	1599	47	0	0	0	0	0	63	16611	26031	277017	2062867
72	2639	14	0	0	0	1599	50	0	0	0	0	0	66	16677	26031	277018	2062140
73	2646	18	0	0	1	1599	60	0	0	0	0	0	76	16753	26032	277019	2070168
74	2642	15	0	0	0	1599	53	0	0	6	3	15	103	16856	26032	277021	2065056
75	2829	31	0	0	3	1599	100	0	0	0	0	0	116	16972	26035	277022	2272800
76	2833	41	0	0	1	1599	129	0	0	0	0	0	145	17117	26036	277023	2160240
77	2171	12	0	0	0	1599	45	0	0	0	0	0	61	17178	26036	277023	1578295
78	4138	47	0	0	1	1572	145	0	0	12	6	21	204	17382	26037	277030	3516339
79	4156	47	0	0	0	1572	140	0	0	0	0	0	156	17538	26037	277033	3622440
80	3888	42	0	0	0	1572	132	0	0	12	6	21	191	17729	26037	277038	3369472
81	4303	51	0	0	0	2817	154	0	0	6	3	15	204	17933	26037	277044	3658634
82	4110	37	0	0	4	1572	119	0	0	0	0	0	135	18068	26041	277045	3509032
83	4130	41	0	0	2	1985	124	0	0	30	15	39	210	18278	26043	277055	3519928
84	5016	156	0	0	14	1599	412	0	0	20	12	29	485	18763	26057	277064	3948273
85	4109	33	0	0	0	2817	107	0	0	0	0	0	123	18886	26057	277065	3503593
86	4207	68	0	0	2	1985	195	0	0	12	6	21	254	19140	26059	277077	3768770
87	4397	105	0	0	12	1985	293	0	0	6	3	15	343	19483	26071	277079	3814123
88	4319	71	0	0	3	1333	206	0	0	18	9	27	274	19757	26074	277090	3735979
89	4202	70	0	0	1	1333	196	0	0	6	3	15	246	20003	26075	277092	3685468
90	4187	82	0	0	5	1985	221	0	0	6	3	15	271	20274	26080	277095	3685890
91	4141	326	0	0	2	1374	653	0	0	24	12	33	730	21004	26082	277109	3351255
92	4294	320	0	0	2	1374	640	0	0	12	6	21	699	21703	26084	277116	3594546
93	2380	15	0	0	0	1985	53	0	0	0	0	0	69	21772	26084	277121	1884073
94	5784	350	0	0	264	1617	718	0	0	26	15	35	800	22572	26348	277148	4548724
95	5353	343	0	0	9	1985	806	0	0	833	417	534	1789	24361	26357	277346	4504775
96	4817	198	0	0	3	2817	441	0	0	0	0	0	457	24818	26360	277354	4032828
97	4804	198	0	0	10	637	442	0	0	24	12	33	519	25337	26370	277369	4017390
98	4820	208	0	0	6	637	468	0	0	34	18	43	561	25898	26376	277381	4023086
99	4828	252	0	0	8	2122	585	0	0	28	15	37	669	26567	26384	277408	4083905
100	4792	184	0	0	0	1374	405	0	0	18	9	27	473	27040	26384	277422	4000328
101	4804	185	0	0	2	637	405	0	0	12	6	21	464	27504	26386	277429	4016744
102	4804	183	0	0	134	721	398	0	0	11	6	20	456	27960	26520	277436	4019214
103	4806	117	0	0	1	721	284	0	0	408	204	272	792	28752	26521	277510	4018349
104	4784	110	0	0	2	1374	273	0	0	0	0	0	289	29041	26523	277514	3997985
105	4788	112	0	0	8	1374	278	0	0	12	6	21	337	29378	26531	277522	3999841
106	4795	147	0	0	5	1333	371	0	0	24	12	33	448	29826	26536	277540	4015818
107	4788	105	0	0	3	1374	248	0	0	24	12	33	325	30151	26539	277552	3999183
108	4808	113	0	0	8	721	279	0	0	12	6	21	338	30489	26547	277560	4016853
109	5203	234	0	0	4	1599	571	0	0	62	33	71	707	31196	26551	277606	4338394
110	5667	198	0	0	72	970	488	0	0	52	27	61	608	31804	26623	277641	4431921
111	4784	66	0	0	4	1374	174	0	0	204	102	151	459	32263	26627	277682	3997474
112	5072	176	0	0	3	1479	426	0	0	24	12	33	503	32766	26630	277697	4197455
113	4788	68	0	0	3	1479	175	0	0	11	6	20	233	32999	26633	277707	4011867
114	5015	164	0	0	4	2122	425	0	0	41	21	50	528	33527	26637	277733	4191247
115	4804	72	0	0	2	721	190	0	0	30	15	39	276	33803	26639	277745	4017201
116	4804	70	0	0	7	721	186	0	0	12	6	21	245	34048	26646	277752	4016294
117	4804	66	0	0	0	721	168	0	0	24	12	33	245	34293	26646	277761	4016987
118	5225	157	0	0	42	1189	414	0	0	41	21	50	517	34810	26688	277791	4393452
119	5217	94	0	0	3	1479	263	0	0	144	72	136	503	35313	26691	277839	4378669
120	4903	171	0	0	7	1599	453	0	0	62	33	71	589	35902	26698	277880	4113206
121	4869	197	0	0	8	774	504	0	0	58	30	67	633	36535	26706	277925	4022825
122	5898	184	0	0	13	774	477	0	0	60	30	69	608	37143	26719	277964	4861153
