tu	regions	root_tok	new_lines	new_regions	new_blocks	deepest	root_z3	line_def	region_def	block_def	missing	fill_z3	total_z	cum_z	blocks	pairs	srcbytes
866	2214	18	0	0	0	889	63	0	0	6	3	15	113	263569	36764	157140	1752702
867	2012	20	0	0	0	503	69	0	0	6	3	15	119	263688	36764	157146	1627741
868	2745	32	0	0	1	1779	105	0	0	0	0	0	121	263809	36765	157154	2034460
869	2565	29	0	0	0	1400	95	0	0	12	6	21	154	263963	36765	157163	1897018
870	3062	158	0	0	21	2118	404	0	0	24	12	33	481	264444	36786	157181	2100492
871	3510	87	0	0	3	889	254	0	0	41	21	50	357	264801	36789	157202	2779488
872	3410	76	0	0	3	554	217	0	0	12	6	21	276	265077	36792	157220	2557581
873	3184	70	0	0	1	600	206	0	0	24	12	33	283	265360	36793	157239	2337043
874	2569	38	0	0	1	536	123	0	0	6	3	15	173	265533	36794	157251	1964724
875	2844	133	0	0	0	2118	297	0	0	0	0	0	313	265846	36794	157258	2042208
876	2306	26	0	0	1	1400	85	0	0	0	0	0	101	265947	36795	157264	1805106
877	1974	12	0	0	0	1400	45	0	0	0	0	0	61	266008	36795	157269	1625948
878	2237	29	0	0	0	1400	95	0	0	0	0	0	111	266119	36795	157274	1804106
879	2548	31	0	0	3	737	102	0	0	6	3	15	152	266271	36798	157280	1900642
880	108	12	0	0	0	44	45	0	0	0	0	0	61	266332	36798	157283	1850872
881	75	19	0	0	0	44	64	0	0	0	0	0	80	266412	36798	157286	9294
882	2068	44	0	0	2	381	137	0	0	6	3	15	187	266599	36800	157294	1654022
883	3230	177	0	0	4	392	460	0	0	18	9	27	528	267127	36804	157317	2436594
884	2669	88	0	0	2	369	258	0	0	30	15	39	344	267471	36806	157333	1978680
885	2995	130	0	0	14	369	356	0	0	12	6	21	415	267886	36820	157346	2228931
886	2577	47	0	0	2	1698	148	0	0	6	3	15	198	268084	36822	157359	1967865
887	2370	28	0	0	1	1279	92	0	0	0	0	0	108	268192	36823	157364	1827119
888	2635	60	0	0	0	581	180	0	0	36	18	45	275	268467	36823	157380	1933061
889	129	47	0	0	0	26	141	0	0	0	0	0	157	268624	36823	157383	55836
890	2487	22	0	0	0	2118	75	0	0	12	6	21	134	268758	36823	157390	1886910
891	2735	34	0	0	1	544	110	0	0	12	6	21	169	268927	36824	157400	2055639
892	1104	43	0	0	1	463	135	0	0	12	6	21	194	269121	36825	157408	1060810
893	3054	85	0	0	4	1779	235	0	0	18	9	27	303	269424	36829	157421	2264207
894	3207	53	0	0	0	2118	155	0	0	0	0	0	171	269595	36829	157424	2355415
895	2704	74	0	0	1	669	225	0	0	17	9	26	292	269887	36830	157436	2005163
896	6	3	0	0	0	4	18	0	0	0	0	0	34	269921	36830	157438	316
897	3326	47	0	0	1	2118	145	0	0	6	3	15	195	270116	36831	157454	2495908
898	3287	44	0	0	3	1400	139	0	0	12	6	21	198	270314	36834	157464	2476461
899	3788	96	0	0	4	369	290	0	0	30	15	39	376	270690	36838	157492	2834312
900	3764	85	0	0	2	2118	239	0	0	64	33	73	377	271067	36840	157519	2762309
901	3664	86	0	0	8	1698	252	0	0	24	12	33	329	271396	36848	157539	2681566
902	3352	91	0	0	4	2118	241	0	0	12	6	21	300	271696	36852	157553	2581438
903	3317	49	0	0	2	2118	155	0	0	23	12	32	231	271927	36854	157565	2492108
904	2307	22	0	0	0	2118	73	0	0	0	0	0	89	272016	36854	157569	1868309
905	3154	52	0	0	2	1400	157	0	0	0	0	0	173	272189	36856	157582	2308766
906	3338	48	0	0	2	774	151	0	0	6	3	15	201	272390	36858	157594	2521603
907	3286	29	0	0	1	1779	96	0	0	6	3	15	146	272536	36859	157600	2468773
908	2960	95	0	0	3	1895	255	0	0	6	3	15	305	272841	36862	157611	2156792
909	3484	153	0	0	0	1895	373	0	0	42	21	51	477	273318	36862	157628	2649253
910	2510	22	0	0	1	1779	75	0	0	0	0	0	91	273409	36863	157632	1918220
911	3433	60	0	0	2	600	188	0	0	0	0	0	204	273613	36865	157637	2429756
912	4470	93	0	0	2	792	249	0	0	18	9	27	317	273930	36867	157654	3230997
913	5050	100	0	0	0	2118	295	0	0	21	12	30	369	274299	36867	157676	3721542
914	5717	229	0	0	11	669	570	0	0	17	9	26	637	274936	36878	157705	4231424
915	6101	141	0	0	6	600	403	0	0	24	12	33	480	275416	36884	157727	4567942
916	2839	79	0	0	4	2118	207	0	0	0	0	0	223	275639	36888	157737	2216792
917	2498	132	0	0	10	464	379	0	0	6	3	15	429	276068	36898	157758	1983429
918	2059	18	0	0	1	1779	63	0	0	0	0	0	79	276147	36899	157763	1678880
919	2469	41	0	0	3	600	131	0	0	0	0	0	147	276294	36902	157770	1947309
920	2635	18	0	0	0	1779	63	0	0	0	0	0	79	276373	36902	157780	2038535
921	2087	57	0	0	1	774	155	0	0	6	3	15	205	276578	36903	157793	1738292
922	3038	101	0	0	0	2118	275	0	0	12	6	21	334	276912	36903	157812	2191545
923	2051	33	0	0	1	774	108	0	0	0	0	0	124	277036	36904	157817	1674630
924	1830	29	0	0	0	1779	84	0	0	0	0	0	100	277136	36904	157823	1456619
925	2390	32	0	0	0	2118	105	0	0	6	3	15	155	277291	36904	157829	1884692
926	2961	72	0	0	0	600	192	0	0	6	3	15	242	277533	36904	157837	2210643
927	3020	75	0	0	0	1779	200	0	0	6	3	15	250	277783	36904	157855	2192389
928	2599	21	0	0	3	2118	71	0	0	0	0	0	87	277870	36907	157860	1950007
929	2697	37	0	0	0	1779	118	0	0	12	6	21	177	278047	36907	157871	2076442
930	2347	17	0	0	0	2118	60	0	0	12	6	21	119	278166	36907	157878	1817083
931	2819	85	0	0	1	1779	221	0	0	36	18	45	316	278482	36908	157901	2150389
932	2715	68	0	0	1	2118	182	0	0	0	0	0	198	278680	36909	157917	2000975
