tu	regions	root_tok	new_lines	new_regions	new_blocks	deepest	root_z3	line_def	region_def	block_def	missing	fill_z3	total_z	cum_z	blocks	pairs	srcbytes
141	4788	98	0	0	8	1080	236	0	0	107	54	101	423	2948611	10932	23072	3999143
142	4808	172	0	0	53	428	375	0	0	47	24	56	487	2949098	10985	23093	4016813
143	5203	488	0	0	31	1080	1064	0	0	56	36	65	1197	2950295	11016	23149	4338354
144	5667	741	0	0	339	894	1503	0	0	191	108	177	1820	2952115	11355	23213	4431881
145	4784	87	0	0	5	1080	216	0	0	41	21	50	319	2952434	11360	23231	3997434
146	5072	295	0	0	11	1080	648	0	0	54	27	63	770	2953204	11371	23255	4197415
147	4788	85	0	0	4	1080	202	0	0	12	6	21	261	2953465	11375	23261	4011827
148	5015	324	0	0	44	349	741	0	0	71	41	80	894	2954359	11419	23305	4191207
149	4804	138	0	0	27	428	318	0	0	53	27	62	439	2954798	11446	23326	4017161
150	4804	118	0	0	7	444	278	0	0	117	60	107	477	2955275	11453	23361	4016254
151	4804	113	0	0	6	444	268	0	0	29	15	38	353	2955628	11459	23371	4016947
152	5225	534	0	0	33	800	1168	0	0	164	93	168	1461	2957089	11492	23451	4393412
153	5217	269	0	0	38	1455	604	0	0	68	42	77	755	2957844	11530	23484	4378629
154	4903	454	0	0	12	1080	998	0	0	141	75	134	1239	2959083	11542	23555	4113166
155	4869	487	0	0	30	800	1056	0	0	89	57	98	1243	2960326	11572	23607	4022785
156	5898	730	0	0	90	800	1572	0	0	715	522	594	2720	2963046	11662	23811	4861113
157	4305	118	0	0	10	1455	296	0	0	22	12	31	371	2963417	11672	23824	3591987
158	4306	391	0	0	18	870	857	0	0	70	39	79	1007	2964424	11690	23857	3613730
159	6343	1039	236	251	16	1080	2206	33328	17947	208	867	13171	16276	2980700	11706	24238	5107940
160	5996	1436	7148	612	30	349	2959	385870	42388	429	2080	103472	108543	3089243	11736	25054	4798357
161	5858	1350	1857	191	40	349	2789	112327	10899	207	697	31375	34893	3124136	11776	25371	4694993
162	5700	1068	125	35	132	349	2187	8594	1382	147	197	3289	5705	3129841	11908	25490	4629219
163	3791	656	316	62	8	343	1396	19407	3697	389	454	8084	9966	3139807	11916	25753	3202883
164	6013	1234	1689	140	18	349	2545	86771	9395	82	467	27128	30172	3169979	11934	25968	4967825
165	3042	208	124	32	7	349	486	7833	769	33	120	2750	3388	3173367	11941	26045	2432136
166	5209	645	65	19	17	349	1348	4466	415	72	99	1725	3204	3176571	11958	26101	4066750
167	4932	401	23	6	169	870	838	1172	124	78	63	622	1555	3178126	12127	26144	3878026
168	6175	1175	257	33	36	349	2470	16288	1641	2107	1163	7262	10927	3189053	12163	26574	4847170
169	5737	1183	631	79	183	349	2513	38090	4221	518	510	11762	14817	3203870	12346	26928	4713986
170	5809	959	493	23	89	444	2056	31967	5412	640	402	12011	14501	3218371	12435	27139	4815637
171	3014	52	27	7	3	596	152	1626	210	29	36	815	1035	3219406	12438	27168	2418637
172	5836	884	1595	103	93	391	1862	99301	8190	347	496	29416	31806	3251212	12531	27418	4795235
173	3042	74	56	12	4	444	200	3205	969	29	54	1946	2232	3253444	12535	27450	2440936
174	5809	763	741	65	78	391	1611	46431	4725	338	366	13660	15669	3269113	12613	27635	4728443
175	4935	255	81	7	9	870	554	4645	457	91	69	1680	2335	3271448	12622	27677	3885246
