tu	regions	root_tok	new_lines	new_regions	new_blocks	deepest	root_z3	line_def	region_def	block_def	missing	fill_z3	total_z	cum_z	blocks	pairs	srcbytes
424	2514	42	0	0	2	919	134	0	0	6	3	15	184	1190790	27658	806777	2235869
425	1175	19	0	0	0	695	64	0	0	6	3	15	114	1190904	27658	806786	855416
426	5025	128	0	0	2	798	338	0	0	18	9	27	406	1191310	27660	806809	4856814
427	4147	232	0	0	1	919	524	0	0	12	6	21	583	1191893	27661	806829	3203916
428	4640	109	0	0	2	623	313	0	0	23	12	32	389	1192282	27663	806844	4706362
429	2518	51	0	0	5	436	161	0	0	0	0	0	177	1192459	27668	806850	2066121
430	9	5	0	0	0	5	24	0	0	0	0	0	40	1192499	27668	806850	457
431	2866	122	0	0	3	695	349	0	0	12	6	21	408	1192907	27671	806872	3416910
432	2897	61	0	0	2	345	188	0	0	12	6	21	247	1193154	27673	806893	3234461
433	5094	139	0	0	8	798	380	0	0	24	12	33	457	1193611	27681	806918	4787910
434	4055	105	0	0	3	832	297	0	0	6	3	15	347	1193958	27684	806941	4148720
435	2931	160	0	0	2	241	422	0	0	6	3	15	472	1194430	27686	806952	3416879
436	6704	148	0	0	6	917	384	0	0	12	6	21	443	1194873	27692	806976	5552350
437	3746	77	0	0	1	695	228	0	0	0	0	0	244	1195117	27693	806990	3049136
438	6736	511	0	0	6	919	1155	0	0	83	42	92	1321	1196438	27699	807044	5713367
439	8741	382	0	0	41	1259	900	0	0	66	33	75	1040	1197478	27740	807102	6354101
440	8582	146	0	0	7	1259	402	0	0	131	66	123	623	1198101	27747	807141	6315166
441	9252	720	0	0	1	1259	1595	0	0	52	27	61	1715	1199816	27748	807180	6572875
442	8563	127	0	0	6	1259	362	0	0	5	3	14	411	1200227	27754	807195	6314553
443	5689	137	0	0	2	1286	355	0	0	30	15	39	441	1200668	27756	807211	5225887
444	8642	211	0	0	6	1344	529	0	0	24	12	33	606	1201274	27762	807238	6329756
445	6653	174	0	0	2	1063	471	0	0	97	66	106	675	1201949	27764	807297	5528941
446	7235	293	0	0	3	599	748	0	0	48	24	57	861	1202810	27767	807337	5753110
447	3750	101	0	0	4	695	308	0	0	24	12	33	385	1203195	27771	807362	2890334
448	2677	97	0	0	5	571	280	0	0	24	12	33	357	1203552	27776	807375	2471382
449	3691	86	0	0	5	571	249	0	0	6	3	15	299	1203851	27781	807384	2862335
450	8452	210	0	0	6	1749	521	0	0	18	9	27	589	1204440	27787	807411	6315615
451	3664	62	0	0	11	1286	193	0	0	11	6	20	251	1204691	27798	807426	2809530
452	2530	39	0	0	3	695	123	0	0	36	18	45	218	1204909	27801	807435	1977357
453	6375	162	0	0	5	557	447	0	0	12	6	21	506	1205415	27806	807468	5528147
454	3728	39	0	0	0	535	126	0	0	0	0	0	142	1205557	27806	807479	2935089
455	8363	80	0	0	5	1616	238	0	0	24	12	33	315	1205872	27811	807489	6254307
456	2814	282	0	0	1	919	579	0	0	0	0	0	595	1206467	27812	807495	2303979
457	4505	88	0	0	13	599	253	0	0	6	3	15	303	1206770	27825	807504	4707687
458	4217	185	0	0	3	583	436	0	0	18	9	27	504	1207274	27828	807522	3619261
459	4769	276	0	0	4	919	665	0	0	6	3	15	715	1207989	27832	807541	3897897
460	4046	44	0	0	5	832	139	0	0	0	0	0	155	1208144	27837	807547	3449222
461	3388	53	0	0	2	706	167	0	0	12	6	21	226	1208370	27839	807559	2784120
462	8306	61	0	0	0	1616	186	0	0	18	9	27	254	1208624	27839	807578	6206893
463	2826	46	0	0	1	919	147	0	0	0	0	0	163	1208787	27840	807590	2573091
464	3731	82	0	0	2	571	243	0	0	18	9	27	311	1209098	27842	807611	3035213
465	2459	24	0	0	0	1286	81	0	0	0	0	0	97	1209195	27842	807615	1993995
466	2484	49	0	0	1	1286	144	0	0	0	0	0	160	1209355	27843	807619	1997717
467	2459	37	0	0	2	571	117	0	0	12	6	21	176	1209531	27845	807624	1995184
468	3679	69	0	0	2	588	213	0	0	12	6	21	272	1209803	27847	807636	2858744
469	3674	61	0	0	7	571	187	0	0	12	6	21	246	1210049	27854	807642	2856217
470	2834	53	0	0	1	571	164	0	0	24	12	33	241	1210290	27855	807652	2573784
471	2698	83	0	0	3	559	238	0	0	6	3	15	288	1210578	27858	807663	2283147
472	3546	83	0	0	0	753	217	0	0	18	9	27	285	1210863	27858	807674	2738264
473	3965	56	0	0	2	753	177	0	0	18	9	27	245	1211108	27860	807693	3149702
474	5489	658	0	0	120	365	1581	0	0	452	228	335	2176	1213284	27980	807801	5026388
475	5395	544	0	0	4	832	1213	0	0	78	39	77	1361	1214645	27984	807828	4998977
476	5190	313	0	0	75	599	753	0	0	257	129	193	1107	1215752	28059	807884	4953186
477	2836	163	0	0	6	331	430	0	0	12	6	21	489	1216241	28065	807903	2336671
478	3904	267	0	0	4	436	666	0	0	18	9	27	734	1216975	28069	807928	3356641
