tu	regions	root_tok	new_lines	new_regions	new_blocks	deepest	root_z3	line_def	region_def	block_def	missing	fill_z3	total_z	cum_z	blocks	pairs	srcbytes
376	3296	20	0	0	1	637	68	0	0	6	3	15	118	146434	22784	265868	2650014
377	3294	23	0	0	0	637	74	0	0	6	3	15	124	146558	22784	265872	2645148
378	3298	27	0	0	3	637	86	0	0	0	0	0	102	146660	22787	265874	2644052
379	3636	60	0	0	3	1105	181	0	0	12	6	21	240	146900	22790	265894	2992349
380	3296	17	0	0	0	1094	59	0	0	18	9	27	127	147027	22790	265900	2644023
381	3335	36	0	0	0	1094	106	0	0	0	0	0	122	147149	22790	265907	2683190
382	3311	16	0	0	0	1094	56	0	0	0	0	0	72	147221	22790	265910	2648645
383	5900	1117	0	0	42	1467	2420	0	0	274	147	265	2864	150085	22832	266102	5077038
384	4247	143	0	0	4	1094	366	0	0	12	6	21	425	150510	22836	266125	3662277
385	5326	735	0	0	38	672	1612	0	0	115	60	124	1828	152338	22874	266211	4546744
386	4924	363	0	0	9	1467	839	0	0	79	42	88	1001	153339	22883	266286	4176218
387	3844	114	0	0	4	1105	307	0	0	28	15	37	391	153730	22887	266318	3227553
388	4995	569	0	0	12	970	1318	0	0	127	68	136	1554	155284	22899	266390	4359933
389	4325	171	0	0	6	1467	439	0	0	64	33	73	577	155861	22905	266443	3601127
390	4958	116	0	0	2	672	330	0	0	29	15	38	415	156276	22907	266474	4122595
391	5469	274	0	0	44	1540	665	0	0	30	15	39	751	157027	22951	266516	4522263
392	4601	260	0	0	20	1467	632	0	0	149	81	158	903	157930	22971	266570	3992070
393	4301	133	0	0	5	1467	358	0	0	29	15	38	443	158373	22976	266585	3618883
394	5342	206	0	0	13	1540	524	0	0	30	15	39	610	158983	22989	266608	4300058
395	4416	359	0	0	25	320	868	0	0	64	33	73	1006	159989	23014	266670	3784260
396	3573	105	0	0	9	1105	299	0	0	35	21	44	396	160385	23023	266695	2991485
397	5853	465	0	0	11	1105	1083	0	0	67	36	76	1227	161612	23034	266793	5034536
398	5142	774	0	0	58	459	1769	0	0	81	42	90	1933	163545	23092	266888	4942699
399	4542	210	0	0	11	1105	543	0	0	31	18	40	633	164178	23103	266934	3984977
400	5664	773	0	0	26	1105	1754	0	0	181	93	183	2062	166240	23129	267072	5082499
401	4173	196	0	0	10	1105	505	0	0	24	12	33	582	166822	23139	267111	3580295
402	5460	318	0	0	16	1105	782	0	0	87	48	96	958	167780	23155	267181	4521107
403	5700	335	0	0	12	1243	814	0	0	54	27	63	936	168716	23167	267251	4899031
404	4788	455	0	0	11	1243	1067	0	0	63	33	72	1204	169920	23178	267307	4301845
405	6613	1155	0	0	23	2071	2632	0	0	142	75	151	2890	172810	23201	267510	5523988
406	3680	282	0	0	0	1243	653	0	0	0	0	0	669	173479	23201	267524	3022897
407	4217	233	0	0	9	1105	591	0	0	36	21	45	689	174168	23210	267576	3734984
408	4132	187	0	0	3	1105	480	0	0	36	18	45	575	174743	23213	267616	3721804
409	4029	222	0	0	1	1094	510	0	0	16	9	25	576	175319	23214	267641	3691293
410	3451	52	0	0	0	1094	153	0	0	6	3	15	203	175522	23214	267649	2839469
411	4461	119	0	0	0	1094	320	0	0	18	9	27	388	175910	23214	267666	3721678
412	5348	364	0	0	13	1467	871	0	0	93	48	102	1053	176963	23227	267749	4653322
413	5505	228	0	0	7	1467	585	0	0	46	24	55	696	177659	23234	267811	4784123
414	4280	222	0	0	5	1467	549	0	0	5	3	14	598	178257	23239	267844	3739293
415	3919	91	0	0	7	774	261	0	0	53	27	62	382	178639	23246	267879	3395352
416	3938	118	0	0	6	1243	328	0	0	44	24	53	437	179076	23252	267913	3408084
417	3768	60	0	0	1	1105	185	0	0	23	12	32	261	179337	23253	267935	3232492
418	4269	122	0	0	5	1105	335	0	0	23	12	32	411	179748	23258	267954	3615864
419	3763	36	0	0	1	1467	109	0	0	0	0	0	125	179873	23259	267961	3229155
420	4153	120	0	0	5	1467	322	0	0	6	3	15	372	180245	23264	267978	3670980
421	3759	35	0	0	2	1094	106	0	0	0	0	0	122	180367	23266	267985	3226467
422	4392	172	0	0	6	1998	441	0	0	24	12	33	518	180885	23272	268022	3979766
423	4266	105	0	0	5	1467	297	0	0	12	6	21	356	181241	23277	268053	3659383
424	5324	392	0	0	6	1467	892	0	0	74	45	83	1052	182293	23283	268100	4315098
425	3843	81	0	0	1	1467	218	0	0	12	6	21	277	182570	23284	268111	3293354
426	4098	135	0	0	7	2122	363	0	0	17	9	26	430	183000	23291	268135	3539187
