tu_index	raw_this_tu	raw_cumulative	z19_this_tu	z19_cumulative	cold0_this_tu	cold0_cumulative	p29_this_tu	p29_cumulative	test_this_tu	test_cumulative	saving_vs_z19_cumulative	saving_vs_cold0_cumulative	saving_vs_p29_cumulative	exact	state_bytes
564	4545002	1759871689	0	0	6788	8317996	6793	8112906	6306	7459912	-7459912	858084	652994	1	71902123
565	4333975	1764205664	0	0	5127	8323123	5142	8118048	4690	7464602	-7464602	858521	653446	1	71967337
566	2793933	1766999597	0	0	1879	8325002	1890	8119938	1967	7466569	-7466569	858433	653369	1	71988597
567	4275425	1771275022	0	0	3540	8328542	3576	8123514	3472	7470041	-7470041	858501	653473	1	72036807
568	5033370	1776308392	0	0	33592	8362134	33593	8157107	32117	7502158	-7502158	859976	654949	1	72551525
569	4270527	1780578919	0	0	1048	8363182	1039	8158146	1081	7503239	-7503239	859943	654907	1	72558629
570	4452854	1785031773	0	0	7110	8370292	7119	8165265	7131	7510370	-7510370	859922	654895	1	72668751
571	4589165	1789620938	0	0	15622	8385914	15614	8180879	15393	7525763	-7525763	860151	655116	1	72948290
572	3518746	1793139684	0	0	5073	8390987	5069	8185948	5132	7530895	-7530895	860092	655053	1	73032848
573	4234774	1797374458	0	0	1308	8392295	1317	8187265	1376	7532271	-7532271	860024	654994	1	73047690
574	4330275	1801704733	0	0	5777	8398072	5779	8193044	5745	7538016	-7538016	860056	655028	1	73119800
575	4382158	1806086891	0	0	9532	8407604	9530	8202574	9075	7547091	-7547091	860513	655483	1	73263155
576	5006311	1811093202	0	0	34459	8442063	34438	8237012	30400	7577491	-7577491	864572	659521	1	73452777
577	4256080	1815349282	0	0	4881	8446944	4839	8241851	4749	7582240	-7582240	864704	659611	1	73478900
578	4234847	1819584129	0	0	1199	8448143	1207	8243058	1262	7583502	-7583502	864641	659556	1	73493845
579	4269034	1823853163	0	0	2395	8450538	2385	8245443	2395	7585897	-7585897	864641	659546	1	73540700
580	5146630	1828999793	0	0	27607	8478145	27592	8273035	26380	7612277	-7612277	865868	660758	1	73998034
581	671083	1829670876	0	0	3411	8481556	3411	8276446	2275	7614552	-7614552	867004	661894	1	74034609
582	2421285	1832092161	0	0	12065	8493621	12030	8288476	8891	7623443	-7623443	870178	665033	1	74076575
583	1971906	1834064067	0	0	7967	8501588	7967	8296443	6741	7630184	-7630184	871404	666259	1	74103315
584	2659013	1836723080	0	0	6717	8508305	6702	8303145	6013	7636197	-7636197	872108	666948	1	74132872
585	157736	1836880816	0	0	6671	8514976	6663	8309808	6020	7642217	-7642217	872759	667591	1	74170865
586	149334	1837030150	0	0	5668	8520644	5658	8315466	5027	7647244	-7647244	873400	668222	1	74208240
587	148048	1837178198	0	0	4481	8525125	4480	8319946	4415	7651659	-7651659	873466	668287	1	74233992
588	155858	1837334056	0	0	3043	8528168	3044	8322990	2796	7654455	-7654455	873713	668535	1	74252612
589	119288	1837453344	0	0	3834	8532002	3847	8326837	3365	7657820	-7657820	874182	669017	1	74275527
590	185321	1837638665	0	0	6115	8538117	6120	8332957	5292	7663112	-7663112	875005	669845	1	74313605
591	202088	1837840753	0	0	8073	8546190	8072	8341029	7116	7670228	-7670228	875962	670801	1	74359264
592	205999	1838046752	0	0	8353	8554543	8362	8349391	7856	7678084	-7678084	876459	671307	1	74417953
593	160948	1838207700	0	0	1886	8556429	1890	8351281	1903	7679987	-7679987	876442	671294	1	74428746
594	117734	1838325434	0	0	1237	8557666	1228	8352509	1064	7681051	-7681051	876615	671458	1	74433840
595	163950	1838489384	0	0	3559	8561225	3562	8356071	3166	7684217	-7684217	877008	671854	1	74452026
596	156530	1838645914	0	0	4809	8566034	4809	8360880	4644	7688861	-7688861	877173	672019	1	74486198
597	226626	1838872540	0	0	9343	8575377	9337	8370217	9237	7698098	-7698098	877279	672119	1	74548303
598	161974	1839034514	0	0	1995	8577372	1993	8372210	2053	7700151	-7700151	877221	672059	1	74559464
599	150045	1839184559	0	0	3198	8580570	3199	8375409	3049	7703200	-7703200	877370	672209	1	74583263
600	212664	1839397223	0	0	4143	8584713	4146	8379555	4155	7707355	-7707355	877358	672200	1	74609021
601	165598	1839562821	0	0	1475	8586188	1475	8381030	1454	7708809	-7708809	877379	672221	1	74616647
602	123164	1839685985	0	0	341	8586529	341	8381371	326	7709135	-7709135	877394	672236	1	74617639
603	122946	1839808931	0	0	517	8587046	517	8381888	487	7709622	-7709622	877424	672266	1	74619321
604	131346	1839940277	0	0	2685	8589731	2685	8384573	2550	7712172	-7712172	877559	672401	1	74638745
605	291332	1840231609	0	0	8955	8598686	8948	8393521	8127	7720299	-7720299	878387	673222	1	74711794
606	167793	1840399402	0	0	2944	8601630	2938	8396459	2362	7722661	-7722661	878969	673798	1	74755366
607	150784	1840550186	0	0	2895	8604525	2892	8399351	2579	7725240	-7725240	879285	674111	1	74781901
608	3317187	1843867373	0	0	4172	8608697	4166	8403517	3498	7728738	-7728738	879959	674779	1	74800652
609	405044	1844272417	0	0	49417	8658114	49410	8452927	36291	7765029	-7765029	893085	687898	1	75108422
610	886673	1845159090	0	0	1080	8659194	1057	8453984	1026	7766055	-7766055	893139	687929	1	75112106
611	1933653	1847092743	0	0	8678	8667872	8649	8462633	8165	7774220	-7774220	893652	688413	1	75149212
612	2038968	1849131711	0	0	8704	8676576	8688	8471321	8112	7782332	-7782332	894244	688989	1	75186827
613	2124918	1851256629	0	0	11906	8688482	11878	8483199	10994	7793326	-7793326	895156	689873	1	75242100
614	1903616	1853160245	0	0	3215	8691697	3217	8486416	3138	7796464	-7796464	895233	689952	1	75254439
615	1720292	1854880537	0	0	1441	8693138	1435	8487851	1443	7797907	-7797907	895231	689944	1	75259871
616	2018320	1856898857	0	0	4217	8697355	4207	8492058	4104	7802011	-7802011	895344	690047	1	75280594
617	1891818	1858790675	0	0	3136	8700491	3102	8495160	2981	7804992	-7804992	895499	690168	1	75293198
618	1926845	1860717520	0	0	15058	8715549	15022	8510182	13398	7818390	-7818390	897159	691792	1	75369784
619	10897	1860728417	0	0	924	8716473	924	8511106	1148	7819538	-7819538	896935	691568	1	75373523
620	1870485	1862598902	0	0	4532	8721005	4529	8515635	4432	7823970	-7823970	897035	691665	1	75394091
621	2185632	1864784534	0	0	3418	8724423	3416	8519051	3118	7827088	-7827088	897335	691963	1	75409391
622	1909978	1866694512	0	0	6607	8731030	6605	8525656	5969	7833057	-7833057	897973	692599	1	75439551
623	2009726	1868704238	0	0	9052	8740082	9053	8534709	8013	7841070	-7841070	899012	693639	1	75486962
624	2045991	1870750229	0	0	6141	8746223	6145	8540854	5617	7846687	-7846687	899536	694167	1	75513955
625	1933145	1872683374	0	0	2088	8748311	2086	8542940	2050	7848737	-7848737	899574	694203	1	75523187
626	1869492	1874552866	0	0	3623	8751934	3622	8546562	3515	7852252	-7852252	899682	694310	1	75542499
627	1421775	1875974641	0	0	1055	8752989	1043	8547605	972	7853224	-7853224	899765	694381	1	75545195
628	1724395	1877699036	0	0	1855	8754844	1839	8549444	1944	7855168	-7855168	899676	694276	1	75553121
629	21573	1877720609	0	0	3582	8758426	3582	8553026	3561	7858729	-7858729	899697	694297	1	75567534
630	134609	1877855218	0	0	27762	8786188	27762	8580788	28902	7887631	-7887631	898557	693157	1	75694177
631	31728	1877886946	0	0	1299	8787487	1299	8582087	1335	7888966	-7888966	898521	693121	1	75697813
632	1324431	1879211377	0	0	1681	8789168	1659	8583746	1620	7890586	-7890586	898582	693160	1	75704143
633	1855451	1881066828	0	0	695	8789863	703	8584449	688	7891274	-7891274	898589	693175	1	75705587
634	15786220	1896853048	0	0	548780	9338643	548603	9133052	541193	8432467	-8432467	906176	700585	1	91425576
635	2843558	1899696606	0	0	4332	9342975	4305	9137357	3834	8436301	-8436301	906674	701056	1	91445133
636	2743945	1902440551	0	0	65014	9407989	65011	9202368	60418	8496719	-8496719	911270	705649	1	91896522
637	26416	1902466967	0	0	348	9408337	348	9202716	368	8497087	-8497087	911250	705629	1	91897738
638	240449	1902707416	0	0	21867	9430204	15784	9218500	21140	8518227	-8518227	911977	700273	1	92060073
639	192673	1902900089	0	0	1273	9431477	1262	9219762	1201	8519428	-8519428	912049	700334	1	92064448
640	234693	1903134782	0	0	2585	9434062	2565	9222327	2097	8521525	-8521525	912537	700802	1	92075235
641	231035	1903365817	0	0	5311	9439373	5332	9227659	5574	8527099	-8527099	912274	700560	1	92105941
642	27037	1903392854	0	0	352	9439725	352	9228011	368	8527467	-8527467	912258	700544	1	92107020
643	98068	1903490922	0	0	4124	9443849	4124	9232135	3661	8531128	-8531128	912721	701007	1	92127417
644	295786	1903786708	0	0	3656	9447505	3668	9235803	3539	8534667	-8534667	912838	701136	1	92149435
645	243881	1904030589	0	0	4551	9452056	4554	9240357	3624	8538291	-8538291	913765	702066	1	92169081
646	207260	1904237849	0	0	1257	9453313	1268	9241625	1107	8539398	-8539398	913915	702227	1	92174744
647	271916	1904509765	0	0	8559	9461872	8557	9250182	6855	8546253	-8546253	915619	703929	1	92215107
648	678429	1905188194	0	0	61298	9523170	61276	9311458	48466	8594719	-8594719	928451	716739	1	92594948
649	357349	1905545543	0	0	1795	9524965	1786	9313244	1548	8596267	-8596267	928698	716977	1	92603433
650	314933	1905860476	0	0	3824	9528789	3817	9317061	3212	8599479	-8599479	929310	717582	1	92623480
651	383768	1906244244	0	0	4672	9533461	4687	9321748	3699	8603178	-8603178	930283	718570	1	92652331
652	382138	1906626382	0	0	5326	9538787	5335	9327083	4375	8607553	-8607553	931234	719530	1	92683990
653	380304	1907006686	0	0	4367	9543154	4361	9331444	3784	8611337	-8611337	931817	720107	1	92713971
654	449358	1907456044	0	0	12414	9555568	12421	9343865	9423	8620760	-8620760	934808	723105	1	92808688
655	383220	1907839264	0	0	7909	9563477	7900	9351765	7031	8627791	-8627791	935686	723974	1	92838750
656	428114	1908267378	0	0	13524	9577001	13541	9365306	11046	8638837	-8638837	938164	726469	1	92913065
657	410272	1908677650	0	0	9788	9586789	9794	9375100	7718	8646555	-8646555	940234	728545	1	92970826
658	364664	1909042314	0	0	10402	9597191	10397	9385497	8515	8655070	-8655070	942121	730427	1	93040883
659	315364	1909357678	0	0	3701	9600892	3698	9389195	3493	8658563	-8658563	942329	730632	1	93059335
660	387967	1909745645	0	0	12638	9613530	12629	9401824	10249	8668812	-8668812	944718	733012	1	93148626
661	411140	1910156785	0	0	16387	9629917	16379	9418203	12723	8681535	-8681535	948382	736668	1	93253738
662	233729	1910390514	0	0	773	9630690	772	9418975	979	8682514	-8682514	948176	736461	1	93257855
663	241459	1910631973	0	0	1088	9631778	1089	9420064	1024	8683538	-8683538	948240	736526	1	93265988
664	48632	1910680605	0	0	1093	9632871	1094	9421158	1098	8684636	-8684636	948235	736522	1	93276354
665	391675	1911072280	0	0	10801	9643672	10791	9431949	9337	8693973	-8693973	949699	737976	1	93329007
666	158708	1911230988	0	0	12800	9656472	12807	9444756	10419	8704392	-8704392	952080	740364	1	93401028
667	435028	1911666016	0	0	5106	9661578	5106	9449862	4368	8708760	-8708760	952818	741102	1	93434892
668	450862	1912116878	0	0	11701	9673279	11673	9461535	9943	8718703	-8718703	954576	742832	1	93497641
669	4078483	1916195361	0	0	1765	9675044	1758	9463293	1643	8720346	-8720346	954698	742947	1	93505728
670	3913067	1920108428	0	0	11655	9686699	11650	9474943	11617	8731963	-8731963	954736	742980	1	93543131
671	4161040	1924269468	0	0	29250	9715949	28857	9503800	26599	8758562	-8758562	957387	745238	1	93684953
672	4097684	1928367152	0	0	3537	9719486	3536	9507336	3390	8761952	-8761952	957534	745384	1	93706350
673	3902434	1932269586	0	0	1809	9721295	1809	9509145	1635	8763587	-8763587	957708	745558	1	93712727
674	3949779	1936219365	0	0	7382	9728677	7380	9516525	6825	8770412	-8770412	958265	746113	1	93761502
675	3906578	1940125943	0	0	4086	9732763	4087	9520612	3663	8774075	-8774075	958688	746537	1	93776133
676	3990983	1944116926	0	0	11743	9744506	11755	9532367	11415	8785490	-8785490	959016	746877	1	93828004
677	3946935	1948063861	0	0	2558	9747064	2554	9534921	2301	8787791	-8787791	959273	747130	1	93838470
678	3940084	1952003945	0	0	2256	9749320	2239	9537160	2077	8789868	-8789868	959452	747292	1	93847250
679	4127845	1956131790	0	0	3151	9752471	3149	9540309	2920	8792788	-8792788	959683	747521	1	93861550
680	4035532	1960167322	0	0	11357	9763828	11333	9551642	10144	8802932	-8802932	960896	748710	1	93917256
681	3974255	1964141577	0	0	5321	9769149	5328	9556970	4573	8807505	-8807505	961644	749465	1	93940658
682	250	1964141827	0	0	146	9769295	146	9557116	146	8807651	-8807651	961644	749465	1	93940808
683	3965765	1968107592	0	0	4878	9774173	4866	9561982	4916	8812567	-8812567	961606	749415	1	93967671
684	3921315	1972028907	0	0	2708	9776881	2700	9564682	2552	8815119	-8815119	961762	749563	1	93976991
685	3914627	1975943534	0	0	1400	9778281	1396	9566078	1333	8816452	-8816452	961829	749626	1	93982404
686	4021525	1979965059	0	0	10250	9788531	10232	9576310	9446	8825898	-8825898	962633	750412	1	94027154
687	3990681	1983955740	0	0	7002	9795533	6999	9583309	6232	8832130	-8832130	963403	751179	1	94057488
688	1759465	1985715205	0	0	6533	9802066	6417	9589726	6267	8838397	-8838397	963669	751329	1	94088858
