tu	raw	cumulative_raw	fastintern_wire	fastintern_cum_wire	grz2_cum_wire	grz2_group	grz2_group_closes	fastintern_ratio	grz2_ratio	grz2_fine_cum_wire	p29_wire	p29_cum_wire	p29_ratio	p29_b_root	p29_b_need	p29_b_fill
0	1836	1836	746	746	0	-1	0	2.46	NA	0	743	743	2.47	20	20	653
1	3726840	3728676	890703	891449	0	-1	0	4.18	NA	0	660247	660990	5.64	8499	8210	643514
2	3341805	7070481	161253	1052702	0	-1	0	6.72	NA	0	15046	676036	10.46	8469	133	6420
3	3871485	10941966	246094	1298796	0	-1	0	8.42	NA	0	69671	745707	14.67	4457	389	64801
4	2894389	13836355	135486	1434282	0	-1	0	9.65	NA	0	12656	758363	18.25	7060	275	5297
5	3910918	17747273	178181	1612463	0	-1	0	11.01	NA	0	11516	769879	23.05	4320	141	7031
6	3977380	21724653	197329	1809792	0	-1	0	12.00	NA	0	29744	799623	27.17	9104	323	20293
7	4423246	26147899	259176	2068968	0	-1	0	12.64	NA	489531	63890	863513	30.28	6786	500	56580
8	3224620	29372519	218443	2287411	0	-1	0	12.84	NA	489531	69294	932807	31.49	7736	632	60902
9	3022248	32394767	165819	2453230	0	-1	0	13.20	NA	489531	30750	963557	33.62	7176	333	23217
10	3755417	36150184	188075	2641305	0	-1	0	13.69	NA	489531	23393	986950	36.63	9040	305	14024
11	3423516	39573700	165814	2807119	0	-1	0	14.10	NA	489531	10031	996981	39.69	3327	151	6529
12	3591597	43165297	183607	2990726	0	-1	0	14.43	NA	489531	19104	1016085	42.48	3892	194	14994
13	3547473	46712770	167139	3157865	0	-1	0	14.79	NA	489531	6618	1022703	45.68	3142	47	3405
14	3893927	50606697	174362	3332227	0	-1	0	15.19	NA	489531	8147	1030850	49.09	4786	61	3276
15	3770999	54377696	180569	3512796	0	-1	0	15.48	NA	578370	21069	1051919	51.69	8486	284	12275
16	3608859	57986555	205165	3717961	0	-1	0	15.60	NA	578370	45743	1097662	52.83	8425	501	36793
17	2807366	60793921	128126	3846087	0	-1	0	15.81	NA	578370	2219	1099881	55.27	1518	31	646
18	3437381	64231302	183380	4029467	0	-1	0	15.94	NA	578370	22913	1122794	57.21	2870	350	19669
19	3531244	67762546	151558	4181025	0	-1	0	16.21	NA	578370	13496	1136290	59.63	7829	198	5445
20	3854245	71616791	172429	4353454	0	-1	0	16.45	NA	578370	9163	1145453	62.52	6099	99	2941
21	4987004	76603795	428920	4782374	0	-1	0	16.02	NA	578370	171345	1316798	58.17	10314	1131	159876
22	2098275	78702070	97272	4879646	0	-1	0	16.13	NA	578370	4267	1321065	59.57	1110	59	3074
23	3758634	82460704	167525	5047171	0	-1	0	16.34	NA	734174	4662	1325727	62.20	2911	37	1690
24	4102983	86563687	208701	5255872	0	-1	0	16.47	NA	734174	27487	1353214	63.97	6029	404	21030
25	2824953	89388640	128687	5384559	0	-1	0	16.60	NA	734174	7927	1361141	65.67	6934	23	946
26	3666182	93054822	184995	5569554	0	-1	0	16.71	NA	734174	17679	1378820	67.49	4000	283	13372
27	3473988	96528810	157180	5726734	0	-1	0	16.86	NA	734174	10439	1389259	69.48	8272	35	2108
28	3563242	100092052	175341	5902075	0	-1	0	16.96	NA	734174	13533	1402792	71.35	2685	120	10704
29	3936287	104028339	179494	6081569	0	-1	0	17.11	NA	734174	13181	1415973	73.47	8454	57	4646
30	3971101	107999440	200440	6282009	0	-1	0	17.19	NA	734174	27231	1443204	74.83	9688	215	17304
31	3633439	111632879	172633	6454642	0	-1	0	17.29	NA	784529	9102	1452306	76.87	4138	98	4842
32	1694908	113327787	80857	6535499	0	-1	0	17.34	NA	784529	6206	1458512	77.70	3938	139	2105
33	3149329	116477116	137161	6672660	0	-1	0	17.46	NA	784529	3845	1462357	79.65	3079	31	711
34	2886351	119363467	134195	6806855	0	-1	0	17.54	NA	784529	6023	1468380	81.29	2963	87	2949
35	3700722	123064189	174263	6981118	0	-1	0	17.63	NA	784529	11129	1479509	83.18	6707	63	4335
36	3508974	126573163	167152	7148270	0	-1	0	17.71	NA	784529	9296	1488805	85.02	3023	133	6116
37	3500367	130073530	174494	7322764	0	-1	0	17.76	NA	784529	20399	1509204	86.19	8214	195	11966
38	3971550	134045080	193896	7516660	0	-1	0	17.83	NA	784529	23952	1533156	87.43	8454	143	15331
39	2394412	136439492	109714	7626374	0	-1	0	17.89	NA	816429	6481	1539637	88.62	5707	31	719
40	3541553	139981045	152149	7778523	0	-1	0	18.00	NA	816429	10846	1550483	90.28	7619	73	3130
41	4360803	144341848	214250	7992773	0	-1	0	18.06	NA	816429	26417	1576900	91.54	7061	203	19129
42	4455883	148797731	204443	8197216	0	-1	0	18.15	NA	816429	17251	1594151	93.34	9726	63	7438
43	3528182	152325913	149765	8346981	0	-1	0	18.25	NA	816429	9387	1603538	94.99	7794	37	1532
44	4160577	156486490	194727	8541708	0	-1	0	18.32	NA	816429	14939	1618477	96.69	5916	87	8912
45	3447564	159934054	152456	8694164	0	-1	0	18.40	NA	816429	10194	1628671	98.20	8700	71	1399
46	2968010	162902064	166434	8860598	0	-1	0	18.38	NA	816429	27113	1655784	98.38	3225	305	23559
47	3175279	166077343	200466	9061064	0	-1	0	18.33	NA	899505	56586	1712370	96.99	3025	543	52994
48	4578134	170655477	218493	9279557	0	-1	0	18.39	NA	899505	24365	1736735	98.26	9949	175	14217
49	4614383	175269860	237006	9516563	0	-1	0	18.42	NA	899505	35532	1772267	98.90	7624	273	27611
50	4158627	179428487	189393	9705956	0	-1	0	18.49	NA	899505	12300	1784567	100.54	8760	87	3429
51	3717490	183145977	165119	9871075	0	-1	0	18.55	NA	899505	6385	1790952	102.26	2418	43	3900
52	3579788	186725765	151127	10022202	0	-1	0	18.63	NA	899505	4171	1795123	104.02	2746	45	1356
53	4934852	191660617	274607	10296809	0	-1	0	18.61	NA	899505	55259	1850382	103.58	5318	312	49605
54	2822997	194483614	128569	10425378	0	-1	0	18.65	NA	899505	9520	1859902	104.57	6838	67	2591
55	3679603	198163217	175167	10600545	0	-1	0	18.69	NA	970689	11779	1871681	105.87	4495	109	7151
56	4156384	202319601	195613	10796158	0	-1	0	18.74	NA	970689	15322	1887003	107.22	5048	122	10128
57	3892276	206211877	183016	10979174	0	-1	0	18.78	NA	970689	13359	1900362	108.51	7965	89	5281
58	4122406	210334283	189376	11168550	0	-1	0	18.83	NA	970689	9243	1909605	110.15	3903	73	5243
59	2236738	212571021	101461	11270011	0	-1	0	18.86	NA	970689	2569	1912174	111.17	1365	33	1147
60	2919850	215490871	134190	11404201	0	-1	0	18.90	NA	970689	3170	1915344	112.51	1251	49	1846
61	3337365	218828236	152125	11556326	0	-1	0	18.94	NA	970689	8087	1923431	113.77	7206	25	832
62	3393617	222221853	170362	11726688	0	-1	0	18.95	NA	970689	20446	1943877	114.32	8231	358	11833
63	4192631	226414484	209955	11936643	0	-1	0	18.97	NA	1008148	27481	1971358	114.85	7178	221	20058
64	4091388	230505872	190239	12126882	0	-1	0	19.01	NA	1008148	11509	1982867	116.25	3536	73	7876
65	4506253	235012125	208133	12335015	0	-1	0	19.05	NA	1008148	13943	1996810	117.69	5973	77	7869
66	3238369	238250494	141012	12476027	0	-1	0	19.10	NA	1008148	8805	2005615	118.79	7400	69	1312
67	4715745	242966239	237357	12713384	0	-1	0	19.11	NA	1008148	28944	2034559	119.42	5877	174	22869
68	3527210	246493449	173181	12886565	0	-1	0	19.13	NA	1008148	18063	2052622	120.09	7887	173	9979
69	4179925	250673374	194205	13080770	0	-1	0	19.16	NA	1008148	11627	2064249	121.44	3911	162	7530
70	4390269	255063643	214202	13294972	0	-1	0	19.18	NA	1008148	25761	2090010	122.04	8196	321	17220
71	3612747	258676390	168779	13463751	0	-1	0	19.21	NA	1061254	12473	2102483	123.03	9029	61	3359
72	3544789	262221179	168997	13632748	0	-1	0	19.23	NA	1061254	7454	2109937	124.28	3304	77	4049
73	4062778	266283957	182271	13815019	0	-1	0	19.27	NA	1061254	8450	2118387	125.70	5983	45	2398
74	3342950	269626907	147741	13962760	0	-1	0	19.31	NA	1061254	2746	2121133	127.11	1918	33	771
75	4195677	273822584	198552	14161312	0	-1	0	19.34	NA	1061254	14651	2135784	128.21	3505	59	11063
76	4317460	278140044	207017	14368329	0	-1	0	19.36	NA	1061254	20373	2156157	129.00	4859	211	15279
77	3962533	282102577	180049	14548378	0	-1	0	19.39	NA	1061254	11810	2167967	130.12	8180	126	3480
78	3653738	285756315	193090	14741468	0	-1	0	19.38	NA	1061254	27873	2195840	130.14	7668	326	19855
79	4360662	290116977	216857	14958325	0	-1	0	19.40	NA	1113491	24395	2220235	130.67	5136	330	18905
80	3641496	293758473	181712	15140037	0	-1	0	19.40	NA	1113491	16651	2236886	131.32	5413	192	11022
81	4854234	298612707	225878	15365915	0	-1	0	19.43	NA	1113491	19521	2256407	132.34	11042	114	8341
82	1633591	300246298	76172	15442087	0	-1	0	19.44	NA	1113491	216	2256623	133.05	29	19	144
83	3944700	304190998	198925	15641012	0	-1	0	19.45	NA	1113491	27160	2283783	133.20	8512	199	18425
84	5042057	309233055	241368	15882380	0	-1	0	19.47	NA	1113491	23314	2307097	134.04	5370	219	17701
85	3659721	312892776	175986	16058366	0	-1	0	19.48	NA	1113491	12012	2319109	134.92	3869	127	7992
86	2144976	315037752	97331	16155697	0	-1	0	19.50	NA	1113491	5830	2324939	135.50	5255	23	528
87	3561155	318598907	166150	16321847	0	-1	0	19.52	NA	1162507	4057	2328996	136.80	524	47	3462
88	3556695	322155602	157161	16479008	0	-1	0	19.55	NA	1162507	4215	2333211	138.07	3678	19	494
89	3272470	325428072	144814	16623822	0	-1	0	19.58	NA	1162507	10080	2343291	138.88	7619	21	2416
90	3461960	328890032	154749	16778571	0	-1	0	19.60	NA	1162507	10284	2353575	139.74	8648	39	1573
91	3523849	332413881	148237	16926808	0	-1	0	19.64	NA	1162507	8622	2362197	140.72	7771	27	800
92	3489699	335903580	162511	17089319	0	-1	0	19.66	NA	1162507	8652	2370849	141.68	4986	73	3569
93	3220543	339124123	146119	17235438	0	-1	0	19.68	NA	1162507	5692	2376541	142.70	2853	59	2756
94	3249087	342373210	145385	17380823	0	-1	0	19.70	NA	1162507	9148	2385689	143.51	7899	37	1188
95	4333113	346706323	216909	17597732	0	-1	0	19.70	NA	1185029	21615	2407304	144.02	4124	175	17292
96	3517462	350223785	150136	17747868	0	-1	0	19.73	NA	1185029	6795	2414099	145.07	4792	73	1906
97	3547675	353771460	176421	17924289	0	-1	0	19.74	NA	1185029	17328	2431427	145.50	4194	199	12911
98	3179678	356951138	147332	18071621	0	-1	0	19.75	NA	1185029	9932	2441359	146.21	7456	55	2397
99	3859590	360810728	178331	18249952	0	-1	0	19.77	NA	1185029	11918	2453277	147.07	9505	49	2340
100	3433195	364243923	157551	18407503	0	-1	0	19.79	NA	1185029	10682	2463959	147.83	8300	39	2319
101	3071572	367315495	196729	18604232	0	-1	0	19.74	NA	1185029	36944	2500903	146.87	2156	77	34687
102	3525715	370841210	157114	18761346	0	-1	0	19.77	NA	1185029	3008	2503911	148.10	1079	27	1878
103	5110625	375951835	342075	19103421	0	-1	0	19.68	NA	1288481	106805	2610716	144.00	5221	820	100740
104	3463434	379415269	155137	19258558	0	-1	0	19.70	NA	1288481	6248	2616964	144.98	4121	41	2062
105	3540687	382955956	157923	19416481	0	-1	0	19.72	NA	1288481	9217	2626181	145.82	7982	41	1170
106	3244383	386200339	145490	19561971	0	-1	0	19.74	NA	1288481	2634	2628815	146.91	773	33	1804
107	3662822	389863161	164633	19726604	0	-1	0	19.76	NA	1288481	7441	2636256	147.89	3435	61	3921
108	4307369	394170530	202975	19929579	0	-1	0	19.78	NA	1288481	19801	2656057	148.40	8845	105	10827
109	4136276	398306806	186073	20115652	0	-1	0	19.80	NA	1288481	7904	2663961	149.52	5082	43	2755
110	2776734	401083540	128139	20243791	0	-1	0	19.81	NA	1288481	3327	2667288	150.37	1380	67	1856
111	3350332	404433872	152424	20396215	1216755	0	1	19.83	332.39	1306964	5559	2672847	151.31	4359	49	1127
112	3439469	407873341	194959	20591174	1216755	0	0	19.81	335.21	1306964	32332	2705179	150.77	3551	103	28654
113	4692869	412566210	238155	20829329	1216755	0	0	19.81	339.07	1306964	31802	2736981	150.74	6974	246	24558
114	2637187	415203397	118142	20947471	1216755	0	0	19.82	341.24	1306964	4920	2741901	151.43	2403	51	2442
115	681	415204078	184	20947655	1216755	0	0	19.82	341.24	1306964	226	2742127	151.42	30	21	151
116	2409700	417613778	109090	21056745	1216755	0	0	19.83	343.22	1306964	7096	2749223	151.90	5409	69	1594
117	2524092	420137870	112247	21168992	1216755	0	0	19.85	345.29	1306964	3044	2752267	152.65	2041	43	936
118	3294128	423431998	153846	21322838	1216755	0	0	19.86	348.00	1306964	5445	2757712	153.54	97	55	5269
119	3798909	427230907	172411	21495249	1216755	0	0	19.88	351.12	1351037	10011	2767723	154.36	7525	43	2419
120	3950423	431181330	186458	21681707	1216755	0	0	19.89	354.37	1351037	18637	2786360	154.75	8334	143	10136
121	3063938	434245268	135088	21816795	1216755	0	0	19.90	356.89	1351037	5333	2791693	155.55	4188	33	1088
122	2856621	437101889	126262	21943057	1216755	0	0	19.92	359.24	1351037	7622	2799315	156.15	6816	35	747
123	5042192	442144081	310901	22253958	1216755	0	0	19.87	363.38	1351037	80095	2879410	153.55	9066	354	70651
124	4617031	446761112	217367	22471325	1216755	0	0	19.88	367.17	1351037	16849	2896259	154.25	4504	177	12144
125	2072253	448833365	95272	22566597	1216755	0	0	19.89	368.88	1351037	2762	2899021	154.82	861	61	1816
126	2568030	451401395	139240	22705837	1216755	0	0	19.88	370.99	1351037	21353	2920374	154.57	5920	125	15284
127	4567300	455968695	292270	22998107	1216755	0	0	19.83	374.74	1474970	91350	3011724	151.40	8654	635	82037
128	3953449	459922144	177005	23175112	1216755	0	0	19.85	377.99	1474970	11267	3022991	152.14	9115	38	2087
129	1955142	461877286	94206	23269318	1216755	0	0	19.85	379.60	1474970	8226	3031217	152.37	2500	129	5570
130	1647856	463525142	84075	23353393	1216755	0	0	19.85	380.95	1474970	10607	3041824	152.38	3522	56	7002
131	2236210	465761352	141125	23494518	1216755	0	0	19.82	382.79	1474970	35428	3077252	151.36	4571	279	30551
132	2592390	468353742	127936	23622454	1216755	0	0	19.83	384.92	1474970	17700	3094952	151.33	6063	177	11433
133	1743095	470096837	122028	23744482	1216755	0	0	19.80	386.35	1474970	31504	3126456	150.36	3633	132	27712
134	2022895	472119732	121658	23866140	1216755	0	0	19.78	388.02	1474970	26323	3152779	149.75	4508	144	21644
135	2052673	474172405	105174	23971314	1216755	0	0	19.78	389.70	1561292	15841	3168620	149.65	4596	188	11030
136	1976770	476149175	92424	24063738	1216755	0	0	19.79	391.33	1561292	7626	3176246	149.91	4417	62	3120
137	2369083	478518258	121692	24185430	1216755	0	0	19.79	393.27	1561292	19832	3196078	149.72	4955	144	14706
138	1856721	480374979	86170	24271600	1216755	0	0	19.79	394.80	1561292	6396	3202474	150.00	4151	58	2160
139	2076342	482451321	92003	24363603	1216755	0	0	19.80	396.51	1561292	5903	3208377	150.37	3934	111	1831
140	1927715	484379036	88721	24452324	1216755	0	0	19.81	398.09	1561292	3616	3211993	150.80	873	88	2628
141	1758615	486137651	85234	24537558	1216755	0	0	19.81	399.54	1561292	4535	3216528	151.14	50	34	4424
142	1962959	488100610	98717	24636275	1216755	0	0	19.81	401.15	1561292	12040	3228568	151.18	4177	86	7750
143	2301824	490402434	123027	24759302	1216755	0	0	19.81	403.04	1599401	17963	3246531	151.05	1429	76	16431
144	4466037	494868471	273092	25032394	1216755	0	0	19.77	406.71	1599401	67755	3314286	149.31	4943	418	62367
145	2786401	497654872	150181	25182575	1216755	0	0	19.76	409.00	1599401	24972	3339258	149.03	6579	322	18044
146	4042791	501697663	198672	25381247	1216755	0	0	19.77	412.32	1599401	26880	3366138	149.04	7638	186	19029
147	2341791	504039454	106032	25487279	1216755	0	0	19.78	414.25	1599401	5820	3371958	149.48	4873	71	849
148	5338306	509377760	334637	25821916	1216755	0	0	19.73	418.64	1599401	98839	3470797	146.76	11988	1068	85756
149	3345805	512723565	151659	25973575	1216755	0	0	19.74	421.39	1599401	4159	3474956	147.55	2832	49	1251
150	3226990	515950555	145359	26118934	1216755	0	0	19.75	424.04	1599401	8367	3483323	148.12	7643	52	645
151	3603368	519553923	166721	26285655	1216755	0	0	19.77	427.00	1723490	11363	3494686	148.67	2948	168	8220
152	2002292	521556215	93799	26379454	1216755	0	0	19.77	428.65	1723490	5003	3499689	149.03	1085	79	3812
153	3593725	525149940	191250	26570704	1216755	0	0	19.76	431.60	1723490	30333	3530022	148.77	8659	267	21380
154	3270700	528420640	150571	26721275	1216755	0	0	19.78	434.29	1723490	8202	3538224	149.35	5569	72	2534
155	3103667	531524307	142298	26863573	1216755	0	0	19.79	436.84	1723490	5893	3544117	149.97	3884	61	1921
156	2318918	533843225	104497	26968070	1216755	0	0	19.80	438.74	1723490	6674	3550791	150.34	5266	34	1347
157	2324434	536167659	105082	27073152	1216755	0	0	19.80	440.65	1723490	7447	3558238	150.68	5607	55	1758
158	2859562	539027221	132018	27205170	1216755	0	0	19.81	443.00	1723490	5944	3564182	151.23	2860	84	2973
159	2745201	541772422	126620	27331790	1216755	0	0	19.82	445.26	1749561	9672	3573854	151.59	6720	58	2867
160	5268437	547040859	494126	27825916	1216755	0	0	19.66	449.59	1749561	229394	3803248	143.84	11469	3197	214701
161	3901021	550941880	185189	28011105	1216755	0	0	19.67	452.80	1749561	7419	3810667	144.58	5723	119	1550
162	5648896	556590776	270490	28281595	1216755	0	0	19.68	457.44	1749561	21226	3831893	145.25	8875	218	12106
163	4647203	561237979	231769	28513364	1216755	0	0	19.68	461.26	1749561	27482	3859375	145.42	5438	352	21665
164	5384109	566622088	272852	28786216	1216755	0	0	19.68	465.68	1749561	29648	3889023	145.70	9055	268	20298
165	3757878	570379966	184721	28970937	1216755	0	0	19.69	468.77	1749561	16192	3905215	146.06	9242	137	6786
166	4255021	574634987	201018	29171955	1216755	0	0	19.70	472.27	1749561	9668	3914883	146.78	6865	83	2693
167	4422666	579057653	212356	29384311	1216755	0	0	19.71	475.90	1928298	13160	3928043	147.42	7422	84	5627
168	3665053	582722706	169631	29553942	1216755	0	0	19.72	478.92	1928298	12414	3940457	147.88	8018	49	4320
169	6169470	588892176	317803	29871745	1216755	0	0	19.71	483.99	1928298	42796	3983253	147.84	12048	245	30476
170	5098648	593990824	255702	30127447	1216755	0	0	19.72	488.18	1928298	30738	4013991	147.98	8487	365	21859
171	4376001	598366825	213658	30341105	1216755	0	0	19.72	491.77	1928298	17051	4031042	148.44	10852	153	6019
172	4191388	602558213	200270	30541375	1216755	0	0	19.73	495.22	1928298	11912	4042954	149.04	6862	82	4941
173	4459467	607017680	231918	30773293	1216755	0	0	19.73	498.88	1928298	26909	4069863	149.15	7383	323	19176
174	5079225	612096905	243129	31016422	1216755	0	0	19.73	503.06	1928298	14163	4084026	149.88	8552	100	5484
175	4068126	616165031	216454	31232876	1216755	0	0	19.73	506.40	2005478	31850	4115876	149.70	8765	355	22703
176	4262079	620427110	201787	31434663	1216755	0	0	19.74	509.90	2005478	14439	4130315	150.21	10613	78	3721
177	4530667	624957777	216012	31650675	1216755	0	0	19.75	513.63	2005478	14958	4145273	150.76	10639	73	4219
178	4484470	629442247	205885	31856560	1216755	0	0	19.76	517.31	2005478	13434	4158707	151.36	10318	102	2987
179	2004029	631446276	93108	31949668	1216755	0	0	19.76	518.96	2005478	4270	4162977	151.68	2406	31	1806
180	6572910	638019186	372566	32322234	1216755	0	0	19.74	524.36	2005478	70303	4233280	150.72	7631	488	62157
181	3576456	641595642	178742	32500976	1216755	0	0	19.74	527.30	2005478	20719	4253999	150.82	8417	328	11947
182	5937659	647533301	290126	32791102	1216755	0	0	19.75	532.18	2005478	24972	4278971	151.33	7449	168	17328
183	5258676	652791977	249578	33040680	1216755	0	0	19.76	536.50	2080471	13267	4292238	152.09	8755	113	4372
184	3933920	656725897	188725	33229405	1216755	0	0	19.76	539.74	2080471	11543	4303781	152.59	9915	61	1540
185	4009788	660735685	193770	33423175	1216755	0	0	19.77	543.03	2080471	10709	4314490	153.14	5793	104	4785
186	5365076	666100761	262867	33686042	1216755	0	0	19.77	547.44	2080471	23882	4338372	153.54	13562	216	10077
187	3855476	669956237	176133	33862175	1216755	0	0	19.78	550.61	2080471	11591	4349963	154.01	9583	46	1935
188	5658648	675614885	262386	34124561	1216755	0	0	19.80	555.26	2080471	11745	4361708	154.90	7812	71	3835
189	4427369	680042254	222877	34347438	1216755	0	0	19.80	558.90	2080471	14702	4376410	155.39	2360	137	12178
190	3511244	683553498	167988	34515426	1216755	0	0	19.80	561.78	2080471	7127	4383537	155.94	5084	52	1964
191	4067346	687620844	191706	34707132	1216755	0	0	19.81	565.13	2106861	11064	4394601	156.47	10156	40	841
192	4183656	691804500	199027	34906159	1216755	0	0	19.82	568.57	2106861	11622	4406223	157.01	7212	169	4214
193	5805682	697610182	277896	35184055	1216755	0	0	19.83	573.34	2106861	18510	4424733	157.66	6545	139	11799
194	4353898	701964080	206566	35390621	1216755	0	0	19.83	576.91	2106861	4600	4429333	158.48	2514	83	1976
195	4100812	706064892	180963	35571584	1216755	0	0	19.85	580.29	2106861	6385	4435718	159.18	4134	67	2157
196	4401194	710466086	199277	35770861	1216755	0	0	19.86	583.90	2106861	9780	4445498	159.82	4011	121	5621
197	4461010	714927096	245575	36016436	1216755	0	0	19.85	587.57	2106861	42460	4487958	159.30	10819	266	31348
198	4155406	719082502	196724	36213160	1216755	0	0	19.86	590.98	2106861	3331	4491289	160.11	2288	46	970
199	5241132	724323634	247929	36461089	1216755	0	0	19.87	595.29	2149229	5936	4497225	161.06	4620	43	1246
200	4936312	729259946	230184	36691273	1216755	0	0	19.88	599.35	2149229	8516	4505741	161.85	2796	127	5566
201	3950832	733210778	182979	36874252	1216755	0	0	19.88	602.60	2149229	11061	4516802	162.33	10230	46	758
202	2931169	736141947	138461	37012713	1216755	0	0	19.89	605.00	2149229	7764	4524566	162.70	2874	125	4738
203	1688438	737830385	79688	37092401	1216755	0	0	19.89	606.39	2149229	1285	4525851	163.03	247	40	971
204	5268727	743099112	239285	37331686	1216755	0	0	19.91	610.72	2149229	15895	4541746	163.62	12777	80	3011
205	3982502	747081614	185472	37517158	1216755	0	0	19.91	614.00	2149229	11670	4553416	164.07	3436	118	8089
206	4195997	751277611	197789	37714947	1216755	0	0	19.92	617.44	2149229	16323	4569739	164.40	9256	131	6909
207	4582935	755860546	212326	37927273	1216755	0	0	19.93	621.21	2177744	13208	4582947	164.93	3374	151	9656
208	5334740	761195286	262657	38189930	1216755	0	0	19.93	625.59	2177744	26475	4609422	165.14	12788	111	13549
209	4315671	765510957	207255	38397185	1216755	0	0	19.94	629.14	2177744	11201	4620623	165.67	5458	120	5596
210	3702869	769213826	172491	38569676	1216755	0	0	19.94	632.18	2177744	7245	4627868	166.21	4646	74	2498
211	4337756	773551582	207176	38776852	1216755	0	0	19.95	635.75	2177744	4563	4632431	166.99	2000	55	2481
212	3960306	777511888	175280	38952132	1216755	0	0	19.96	639.00	2177744	5881	4638312	167.63	2993	77	2784
213	4585437	782097325	237101	39189233	1216755	0	0	19.96	642.77	2177744	32008	4670320	167.46	12157	341	19483
214	4801319	786898644	238185	39427418	1216755	0	0	19.96	646.72	2177744	24383	4694703	167.61	12058	237	12061
215	3966339	790864983	190516	39617934	1216755	0	0	19.96	649.98	2221180	9601	4704304	168.12	6322	72	3180
216	5927127	796792110	275700	39893634	1216755	0	0	19.97	654.85	2221180	14237	4718541	168.86	8346	115	5749
217	5807979	802600089	273197	40166831	1216755	0	0	19.98	659.62	2221180	19258	4737799	169.40	11947	106	7178
218	3325029	805925118	148077	40314908	1216755	0	0	19.99	662.36	2221180	11213	4749012	169.70	7249	72	3865
219	3926663	809851781	182949	40497857	1216755	0	0	20.00	665.58	2221180	10253	4759265	170.16	1877	174	8175
220	5514995	815366776	260685	40758542	1216755	0	0	20.00	670.12	2221180	5454	4764719	171.13	3744	77	1606
221	5063745	820430521	239221	40997763	1216755	0	0	20.01	674.28	2221180	9745	4774464	171.84	7973	78	1667
222	3389531	823820052	156580	41154343	1216755	0	0	20.02	677.06	2221180	10913	4785377	172.15	9083	70	1733
223	3970700	827790752	183797	41338140	2072572	1	1	20.02	399.40	2246925	9208	4794585	172.65	5075	119	3987
224	3304528	831095280	155733	41493873	2072572	1	0	20.03	401.00	2246925	4761	4799346	173.17	3618	40	1076
225	4952868	836048148	242006	41735879	2072572	1	0	20.03	403.39	2246925	17327	4816673	173.57	2266	178	14856
226	5004357	841052505	241056	41976935	2072572	1	0	20.04	405.80	2246925	22470	4839143	173.80	7424	269	14750
227	3999060	845051565	189802	42166737	2072572	1	0	20.04	407.73	2246925	6120	4845263	174.41	4607	58	1428
228	2159102	847210667	97177	42263914	2072572	1	0	20.05	408.77	2246925	5893	4851156	174.64	4808	28	1030
229	2069876	849280543	100651	42364565	2072572	1	0	20.05	409.77	2246925	7287	4858443	174.81	662	127	6471
230	2209656	851490199	107061	42471626	2072572	1	0	20.05	410.84	2246925	11357	4869800	174.85	4983	49	6298
231	2179436	853669635	130768	42602394	2072572	1	0	20.04	411.89	2293160	24934	4894734	174.41	1306	368	23233
232	1818393	855488028	85590	42687984	2072572	1	0	20.04	412.77	2293160	4661	4899395	174.61	3951	28	655
233	2102699	857590727	98742	42786726	2072572	1	0	20.04	413.78	2293160	4786	4904181	174.87	1351	95	3313
234	2166499	859757226	100501	42887227	2072572	1	0	20.05	414.83	2293160	5488	4909669	175.12	1550	114	3797
235	2105967	861863193	104442	42991669	2072572	1	0	20.05	415.84	2293160	9022	4918691	175.22	997	84	7914
236	2187660	864050853	103719	43095388	2072572	1	0	20.05	416.90	2293160	5684	4924375	175.46	751	108	4798
237	2065749	866116602	97214	43192602	2072572	1	0	20.05	417.89	2293160	3243	4927618	175.77	735	84	2397
238	2079620	868196222	96291	43288893	2072572	1	0	20.06	418.90	2293160	5969	4933587	175.98	4301	80	1561
239	2052892	870249114	96237	43385130	2072572	1	0	20.06	419.89	2308977	6510	4940097	176.16	4795	58	1630
240	1976277	872225391	91710	43476840	2072572	1	0	20.06	420.84	2308977	5850	4945947	176.35	4627	46	1150
241	2063528	874288919	97263	43574103	2072572	1	0	20.06	421.84	2308977	3679	4949626	176.64	1170	79	2403
242	2053479	876342398	98250	43672353	2072572	1	0	20.07	422.83	2308977	4588	4954214	176.89	1323	72	3166
243	2050152	878392550	95229	43767582	2072572	1	0	20.07	423.82	2308977	2143	4956357	177.23	796	70	1250
244	1886986	880279536	87349	43854931	2072572	1	0	20.07	424.73	2308977	2495	4958852	177.52	2211	28	229
245	1977267	882256803	92144	43947075	2072572	1	0	20.08	425.68	2308977	3492	4962344	177.79	1739	71	1655
246	2212855	884469658	103984	44051059	2072572	1	0	20.08	426.75	2308977	6485	4968829	178.00	3214	113	3131
247	1973876	886443534	90869	44141928	2072572	1	0	20.08	427.70	2316833	719	4969548	178.38	54	40	598
248	1984542	888428076	91434	44233362	2072572	1	0	20.09	428.66	2316833	5309	4974857	178.58	4662	31	589
249	2087488	890515564	117876	44351238	2072572	1	0	20.08	429.67	2316833	18961	4993818	178.32	4460	76	14398
250	1888594	892404158	87308	44438546	2072572	1	0	20.08	430.58	2316833	2529	4996347	178.61	269	82	2151
251	2256196	894660354	105784	44544330	2072572	1	0	20.08	431.67	2316833	4846	5001193	178.89	1488	106	3225
252	2075361	896735715	98174	44642504	2072572	1	0	20.09	432.67	2316833	4227	5005420	179.15	1242	118	2840
253	1043816	897779531	48061	44690565	2072572	1	0	20.09	433.17	2316833	2354	5007774	179.28	1807	55	465
