tu	raw	cumulative_raw	fastintern_wire	fastintern_cum_wire	grz2_cum_wire	grz2_group	grz2_group_closes	fastintern_ratio	grz2_ratio	grz2_fine_cum_wire	p29_wire	p29_cum_wire	p29_ratio	p29_b_root	p29_b_need	p29_b_fill
148	1093399	277354527	50202	13123871	951028	0	0	21.13	291.64	1104841	4004	2147699	129.14	594	32	3351
149	2077665	279432192	87008	13210879	951028	0	0	21.15	293.82	1104841	3566	2151265	129.89	49	42	3448
150	1838850	281271042	81293	13292172	951028	0	0	21.16	295.75	1104841	3157	2154422	130.56	82	28	3020
151	1847469	283118511	84297	13376469	951028	0	0	21.17	297.70	1133453	6460	2160882	131.02	4072	50	2311
152	2066085	285184596	89989	13466458	951028	0	0	21.18	299.87	1133453	7391	2168273	131.53	98	56	7210
153	816254	286000850	32819	13499277	951028	0	0	21.19	300.73	1133453	907	2169180	131.85	31	26	823
154	1849631	287850481	84756	13584033	951028	0	0	21.19	302.67	1133453	5134	2174314	132.39	2367	36	2704
155	2100659	289951140	88157	13672190	951028	0	0	21.21	304.88	1133453	4593	2178907	133.07	92	34	4440
156	2101130	292052270	87261	13759451	951028	0	0	21.23	307.09	1133453	3279	2182186	133.83	62	38	3152
157	2373926	294426196	123331	13882782	951028	0	0	21.21	309.59	1133453	25416	2207602	133.37	4118	56	21215
158	2219690	296645886	159480	14042262	951028	0	0	21.13	311.92	1133453	57234	2264836	130.98	3960	212	53035
159	1104484	297750370	47443	14089705	951028	0	0	21.13	313.08	1195999	3450	2268286	131.27	795	44	2584
160	656316	298406686	26391	14116096	951028	0	0	21.14	313.77	1195999	2802	2271088	131.39	1026	32	1717
161	668054	299074740	26279	14142375	951028	0	0	21.15	314.48	1195999	2070	2273158	131.57	1476	24	543
162	2145610	301220350	93843	14236218	951028	0	0	21.16	316.73	1195999	11552	2284710	131.84	3664	42	7819
163	1092342	302312692	47833	14284051	951028	0	0	21.16	317.88	1195999	4291	2289001	132.07	2215	50	1999
164	2038426	304351118	88518	14372569	951028	0	0	21.18	320.02	1195999	8033	2297034	132.50	2552	70	5384
165	2142430	306493548	92016	14464585	951028	0	0	21.19	322.28	1195999	9335	2306369	132.89	3042	44	6222
166	1084332	307577880	46360	14510945	951028	0	0	21.20	323.42	1195999	3061	2309430	133.18	2176	26	832
167	3586121	311164001	165518	14676463	951028	0	0	21.20	327.19	1249747	78589	2388019	130.30	4430	102	74030
168	1982016	313146017	87755	14764218	951028	0	0	21.21	329.27	1249747	9749	2397768	130.60	2975	38	6709
169	1831080	314977097	80805	14845023	951028	0	0	21.22	331.20	1249747	1182	2398950	131.30	37	26	1092
170	2138659	317115756	103342	14948365	951028	0	0	21.21	333.45	1249747	21440	2420390	131.02	3832	74	17507
171	2077123	319192879	103363	15051728	951028	0	0	21.21	335.63	1249747	16790	2437180	130.97	69	32	16662
172	2421284	321614163	110081	15161809	951028	0	0	21.21	338.18	1249747	14153	2451333	131.20	89	54	13983
173	1241086	322855249	52732	15214541	951028	0	0	21.22	339.48	1249747	2870	2454203	131.55	2027	38	778
174	2151657	325006906	98735	15313276	951028	0	0	21.22	341.74	1249747	18830	2473033	131.42	4085	44	14674
175	2668675	327675581	116023	15429299	951028	0	0	21.24	344.55	1301750	17584	2490617	131.56	2406	38	15113
176	677	327676258	229	15429528	951028	0	0	21.24	344.55	1301750	280	2490897	131.55	24	18	211
177	2217848	329894106	150738	15580266	951028	0	0	21.17	346.88	1301750	49865	2540762	129.84	4654	410	44774
178	2204586	332098692	91210	15671476	951028	0	0	21.19	349.20	1301750	4856	2545618	130.46	3269	42	1518
179	1987154	334085846	92019	15763495	951028	0	0	21.19	351.29	1301750	10809	2556427	130.68	3720	90	6972
180	2250938	336336784	141424	15904919	951028	0	0	21.15	353.66	1301750	40642	2597069	129.51	2861	112	37642
181	2253213	338589997	96121	16001040	951028	0	0	21.16	356.03	1301750	8016	2605085	129.97	4196	36	3757
182	2178731	340768728	90924	16091964	951028	0	0	21.18	358.32	1301750	1355	2606440	130.74	48	32	1248
183	2239222	343007950	94711	16186675	951028	0	0	21.19	360.67	1365110	3032	2609472	131.45	89	32	2884
184	2271906	345279856	103569	16290244	951028	0	0	21.20	363.06	1365110	13884	2623356	131.62	4174	38	9645
185	865613	346145469	35652	16325896	951028	0	0	21.20	363.97	1365110	5127	2628483	131.69	1567	40	3493
186	887414	347032883	37097	16362993	951028	0	0	21.21	364.90	1365110	2986	2631469	131.88	1556	40	1363
187	3523340	350556223	306258	16669251	951028	0	0	21.03	368.61	1365110	154881	2786350	125.81	469	316	154069
188	3257436	353813659	156701	16825952	951028	0	0	21.03	372.03	1365110	35138	2821488	125.40	4713	145	30253
189	4423450	358237109	356333	17182285	951028	0	0	20.85	376.68	1365110	165459	2986947	119.93	2516	134	162782
190	134181	358371290	4233	17186518	951028	0	0	20.85	376.83	1365110	504	2987451	119.96	77	28	372
191	2269484	360640774	101474	17287992	951028	0	0	20.86	379.21	1622699	10645	2998096	120.29	2447	44	8127
192	2001903	362642677	86780	17374772	951028	0	0	20.87	381.32	1622699	5167	3003263	120.75	2983	52	2105
193	2955764	365598441	140380	17515152	951028	0	0	20.87	384.42	1622699	20982	3024245	120.89	4502	60	16393
194	3309255	368907696	165936	17681088	951028	0	0	20.86	387.90	1622699	32451	3056696	120.69	4091	108	28225
195	2631637	371539333	130190	17811278	951028	0	0	20.86	390.67	1622699	26105	3082801	120.52	3830	56	22192
196	2820682	374360015	128399	17939677	951028	0	0	20.87	393.64	1622699	18290	3101091	120.72	3794	48	14421
197	2294379	376654394	97696	18037373	951028	0	0	20.88	396.05	1622699	9300	3110391	121.10	4209	42	5022
198	3156643	379811037	156247	18193620	951028	0	0	20.88	399.37	1622699	30596	3140987	120.92	4594	56	25919
199	2834548	382645585	121109	18314729	951028	0	0	20.89	402.35	1689393	5956	3146943	121.59	875	54	5000
200	2081130	384726715	85809	18400538	951028	0	0	20.91	404.54	1689393	5839	3152782	122.03	4347	30	1435
201	2041564	386768279	93772	18494310	951028	0	0	20.91	406.68	1689393	14654	3167436	122.11	4263	172	10192
202	2219444	388987723	89608	18583918	951028	0	0	20.93	409.02	1689393	5699	3173135	122.59	85	40	5547
203	2394959	391382682	134473	18718391	951028	0	0	20.91	411.54	1689393	34197	3207332	122.03	3133	573	30464
204	2106126	393488808	84927	18803318	951028	0	0	20.93	413.75	1689393	1157	3208489	122.64	345	42	743
205	2425658	395914466	157117	18960435	951028	0	0	20.88	416.30	1689393	57450	3265939	121.23	7425	2667	47331
206	1954883	397869349	95294	19055729	951028	0	0	20.88	418.36	1689393	15473	3281412	121.25	4495	368	10583
207	1962463	399831812	88723	19144452	951028	0	0	20.88	420.42	1760169	6479	3287891	121.61	460	198	5794
208	1962970	401794782	86019	19230471	951028	0	0	20.89	422.48	1760169	3471	3291362	122.08	449	106	2889
209	1875777	403670559	91543	19322014	951028	0	0	20.89	424.46	1760169	14850	3306212	122.09	4356	269	10198
210	2004004	405674563	95227	19417241	951028	0	0	20.89	426.56	1760169	11325	3317537	122.28	996	388	9914
211	2280730	407955293	110427	19527668	951028	0	0	20.89	428.96	1760169	21476	3339013	122.18	5366	441	15642
212	1819211	409774504	80789	19608457	951028	0	0	20.90	430.88	1760169	5256	3344269	122.53	4083	68	1078
213	1119109	410893613	45816	19654273	951028	0	0	20.91	432.05	1760169	2672	3346941	122.77	2181	42	422
214	4039995	414933608	495371	20149644	951028	0	0	20.59	436.30	1760169	269919	3616860	114.72	5314	800	263778
215	3668499	418602107	237064	20386708	951028	0	0	20.53	440.16	1966915	80508	3697368	113.22	5994	542	73945
216	1977911	420580018	86550	20473258	951028	0	0	20.54	442.24	1966915	1849	3699217	113.69	276	32	1514
217	1787080	422367098	70890	20544148	951028	0	0	20.56	444.12	1966915	1679	3700896	114.13	1295	32	325
218	190	422367288	75	20544223	951028	0	0	20.56	444.12	1966915	131	3701027	114.12	17	14	73
219	192	422367480	76	20544299	951028	0	0	20.56	444.12	1966915	132	3701159	114.12	17	14	74
220	202	422367682	81	20544380	951028	0	0	20.56	444.12	1966915	137	3701296	114.11	17	14	79
221	174	422367856	67	20544447	951028	0	0	20.56	444.12	1966915	123	3701419	114.11	17	14	65
222	190	422368046	78	20544525	951028	0	0	20.56	444.12	1966915	131	3701550	114.11	17	14	73
223	182	422368228	71	20544596	1875687	1	1	20.56	225.18	1968894	127	3701677	114.10	17	14	69
224	192	422368420	71	20544667	1875687	1	0	20.56	225.18	1968894	132	3701809	114.10	17	14	74
225	4692774	427061194	294386	20839053	1875687	1	0	20.49	227.68	1968894	153302	3855111	110.78	5246	312	147717
226	4467755	431528949	189851	21028904	1875687	1	0	20.52	230.06	1968894	59877	3914988	110.22	877	168	58805
227	4528803	436057752	150372	21179276	1875687	1	0	20.59	232.48	1968894	19110	3934098	110.84	5110	78	13895
228	4958211	441015963	167173	21346449	1875687	1	0	20.66	235.12	1968894	31466	3965564	111.21	5240	106	26093
229	4111979	445127942	150835	21497284	1875687	1	0	20.71	237.31	1968894	20185	3985749	111.68	4444	88	15626
230	5628993	450756935	238349	21735633	1875687	1	0	20.74	240.32	1968894	84391	4070140	110.75	4901	219	79244
231	5033474	455790409	193549	21929182	1875687	1	0	20.78	243.00	2152334	29748	4099888	111.17	939	92	28690
232	5819859	461610268	282691	22211873	1875687	1	0	20.78	246.10	2152334	113952	4213840	109.55	4923	155	108847
233	4421038	466031306	150263	22362136	1875687	1	0	20.84	248.46	2152334	26934	4240774	109.89	4731	98	22078
234	4696118	470727424	156674	22518810	1875687	1	0	20.90	250.96	2152334	24770	4265544	110.36	5282	113	19348
235	4537093	475264517	194357	22713167	1875687	1	0	20.92	253.38	2152334	46455	4311999	110.22	1250	207	44971
236	3757262	479021779	144387	22857554	1875687	1	0	20.96	255.38	2152334	22401	4334400	110.52	4855	98	17421
237	3625335	482647114	123851	22981405	1875687	1	0	21.00	257.32	2152334	10933	4345333	111.07	795	76	10035
238	2986916	485634030	128521	23109926	1875687	1	0	21.01	258.91	2152334	12803	4358136	111.43	985	92	11699
239	3212306	488846336	110481	23220407	1875687	1	0	21.05	260.62	2281963	8889	4367025	111.94	4380	40	4442
240	5128272	493974608	206605	23427012	1875687	1	0	21.09	263.36	2281963	35841	4402866	112.19	1185	149	34480
241	4167906	498142514	164427	23591439	1875687	1	0	21.12	265.58	2281963	38229	4441095	112.17	831	133	37238
242	3972864	502115378	141512	23732951	1875687	1	0	21.16	267.70	2281963	17776	4458871	112.61	5083	76	12590
243	3625279	505740657	122658	23855609	1875687	1	0	21.20	269.63	2281963	3151	4462022	113.34	706	50	2368
244	4171612	509912269	134527	23990136	1875687	1	0	21.26	271.85	2281963	11365	4473387	113.99	5149	72	6117
245	3900385	513812654	130630	24120766	1875687	1	0	21.30	273.93	2281963	10944	4484331	114.58	4899	68	5950
246	4647868	518460522	160239	24281005	1875687	1	0	21.35	276.41	2281963	17955	4502286	115.15	1103	106	16719
247	3189766	521650288	107724	24388729	1875687	1	0	21.39	278.11	2346766	3072	4505358	115.78	616	34	2395
248	3618424	525268712	121736	24510465	1875687	1	0	21.43	280.04	2346766	3740	4509098	116.49	1002	38	2673
249	3998628	529267340	131424	24641889	1875687	1	0	21.48	282.17	2346766	10425	4519523	117.11	5057	64	5277
250	3287123	532554463	112742	24754631	1875687	1	0	21.51	283.93	2346766	8251	4527774	117.62	4763	42	3419
251	3301860	535856323	114125	24868756	1875687	1	0	21.55	285.69	2346766	7682	4535456	118.15	3146	48	4461
252	2974306	538830629	112290	24981046	1875687	1	0	21.57	287.27	2346766	12330	4547786	118.48	2799	64	9440
253	3349993	542180622	121948	25102994	1875687	1	0	21.60	289.06	2346766	11407	4559193	118.92	559	78	10743
254	3343470	545524092	118108	25221102	1875687	1	0	21.63	290.84	2346766	8492	4567685	119.43	553	60	7852
255	5338718	550862810	198108	25419210	1875687	1	0	21.67	293.69	2391505	36225	4603910	119.65	1354	149	34695
256	3505271	554368081	150233	25569443	1875687	1	0	21.68	295.55	2391505	19724	4623634	119.90	2938	82	16677
