group	tu_lo	tu_hi	out_bytes	add_bytes	comp_bytes	ratio	hist_base	hist_extent	anchor_samples	anchor_occupied	anchor_usable	anchor_collisions	anchor_matches	closed_by
44	352	360	10980775	0	229	47950.98	0	382478604	4	4	4	0	4	tu
45	360	368	6725682	119	411	16364.19	0	393459379	12	12	12	0	12	tu
46	368	376	7320375	1890	1214	6029.96	0	400185061	143	143	143	0	143	tu
47	376	384	8609137	358	580	14843.34	0	407505436	24	24	24	0	24	tu
48	384	392	5487353	793	989	5548.39	0	416114573	59	53	53	0	53	tu
49	392	400	7138565	327	584	12223.57	0	421601926	22	22	22	0	22	tu
50	400	408	7124798	1025	1054	6759.77	0	428740491	79	79	79	0	79	tu
51	408	416	7931992	265	518	15312.73	0	435865289	14	14	14	0	14	tu
52	416	424	8994798	322	631	14254.83	0	443797281	27	27	27	0	27	tu
53	424	432	8496993	2400	1570	5412.10	0	452792079	220	220	220	0	220	tu
54	432	440	12025109	2725	1559	7713.35	0	461289072	289	289	289	2	287	tu
55	440	448	11834374	2530	1684	7027.54	0	473314181	226	226	226	0	226	tu
56	448	456	10569660	14776	2354	4490.08	0	485148555	293	85	85	2	83	tu
57	456	464	9893539	24649	3178	3113.13	0	495718215	434	84	84	19	65	tu
58	464	472	7572892	0	202	37489.56	0	505611754	1	1	1	0	1	tu
59	472	480	9461644	0	202	46839.82	0	513184646	1	1	1	0	1	tu
60	480	488	6662892	0	202	32984.61	0	522646290	1	1	1	0	1	tu
61	488	496	6467734	0	202	32018.49	0	529309182	1	1	1	0	1	tu
62	496	504	8547440	0	202	42314.06	0	535776916	1	1	1	0	1	tu
63	504	512	5760018	0	202	28514.94	0	544324356	1	1	1	0	1	tu
64	512	520	8269516	0	202	40938.20	0	550084374	1	1	1	0	1	tu
65	520	528	8629070	0	202	42718.17	0	558353890	1	1	1	0	1	tu
66	528	536	6562505	0	212	30955.21	0	566982960	2	2	2	0	2	tu
67	536	544	8311249	0	202	41144.80	0	573545465	1	1	1	0	1	tu
68	544	552	10703137	0	202	52985.83	0	581856714	1	1	1	0	1	tu
69	552	560	11413085	0	202	56500.42	0	592559851	1	1	1	0	1	tu
70	560	568	10932183	0	202	54119.72	0	603972936	1	1	1	0	1	tu
71	568	576	10695919	36405	3419	3128.38	0	614905119	588	39	39	18	21	tu
72	576	584	6502014	13459	2055	3164.00	0	625601038	205	19	19	8	11	tu
73	584	592	9807566	0	202	48552.31	0	632103052	1	1	1	0	1	tu
74	592	600	6204467	0	202	30715.18	0	641910618	1	1	1	0	1	tu
75	600	608	7847259	0	202	38847.82	0	648115085	1	1	1	0	1	tu
76	608	616	9107404	0	202	45086.16	0	655962344	1	1	1	0	1	tu
77	616	624	5302236	0	202	26248.69	0	665069748	1	1	1	0	1	tu
78	624	632	7352050	0	202	36396.29	0	670371984	1	1	1	0	1	tu
79	632	640	7439770	0	202	36830.54	0	677724034	1	1	1	0	1	tu
80	640	648	7344125	148	325	22597.31	0	685163804	1	1	1	0	1	tu
81	648	656	9504993	0	202	47054.42	0	692507929	1	1	1	0	1	tu
82	656	664	8260346	0	202	40892.80	0	702012922	1	1	1	0	1	tu
83	664	672	12041981	0	202	59613.77	0	710273268	1	1	1	0	1	tu
84	672	680	12013432	0	202	59472.44	0	722315249	1	1	1	0	1	tu
85	680	688	9639532	36982	3039	3171.94	0	734328681	559	35	35	22	13	tu
86	688	696	10968663	437099	23836	460.17	0	743968213	7019	475	475	211	264	tu
87	696	704	13408376	894420	30888	434.10	0	754936876	14249	1097	1097	601	496	tu
88	704	712	12789413	502490	21560	593.20	0	768345252	8007	644	644	437	207	tu
89	712	720	12154772	634268	21752	558.79	0	781134665	10227	951	951	482	469	tu
90	720	728	11032627	578768	22147	498.15	0	793289437	9077	608	608	430	178	tu
91	728	736	11642829	825091	34306	339.38	0	804322064	13040	1072	1072	710	362	tu
92	736	744	9850807	406244	17278	570.14	0	815964893	6487	550	550	408	142	tu
93	744	752	7403025	242722	16654	444.52	0	825815700	3947	316	316	235	81	tu
94	752	760	9754015	0	202	48287.20	0	833218725	1	1	1	0	1	tu
95	760	768	8143168	49841	6500	1252.80	0	842972740	812	78	78	57	21	tu
96	768	776	6985858	0	202	34583.46	0	851115908	1	1	1	0	1	tu
97	776	784	8289175	416	487	17020.89	0	858101766	14	9	9	2	7	tu
98	784	792	7108487	0	202	35190.53	0	866390941	1	1	1	0	1	tu
99	792	800	6528957	0	202	32321.57	0	873499428	1	1	1	0	1	tu
100	800	808	6254907	12	229	27314.00	0	880028385	3	3	3	1	2	tu
101	808	816	9328377	809	802	11631.39	0	886283292	36	27	27	3	24	tu
102	816	824	8565125	0	220	38932.39	0	895611669	3	3	3	0	3	tu
103	824	832	8218987	0	202	40688.05	0	904176794	1	1	1	0	1	tu
104	832	840	11874167	0	202	58783.00	0	912395781	1	1	1	0	1	tu
105	840	848	11155799	0	202	55226.73	0	924269948	2	2	2	1	1	tu
106	848	856	10599039	0	202	52470.49	0	935425747	1	1	1	0	1	tu
107	856	857	1227449	10019	1624	755.82	0	946024786	170	16	16	12	4	tu
