tu	raw	wire	cumulative_raw	cumulative_wire	keys	missing	occurrences	body_bytes
64	650272	28540	63407233	3517186	9517	16	25019	42181
65	904019	44082	64311252	3561268	13669	126	35617	66859
66	820648	37174	65131900	3598442	11706	31	31641	55000
67	578728	22097	65710628	3620539	7603	14	20217	34280
68	11130	1118	65721758	3621657	257	25	457	2033
69	1499149	67096	67220907	3688753	20462	22	56613	104185
70	1435923	75901	68656830	3764654	20728	383	55251	123315
71	1456269	68448	70113099	3833102	19792	109	54519	104549
72	1057213	51470	71170312	3884572	15863	47	41695	73240
73	1770010	88633	72940322	3973205	24740	488	65948	156885
74	664725	29696	73605047	4002901	9744	33	25447	44291
75	355364	16897	73960411	4019798	5416	19	14514	25064
76	827991	38819	74788402	4058617	12628	12	32740	55457
77	371917	17681	75160319	4076298	5696	14	15261	26122
78	840575	39440	76000894	4115738	12760	9	33475	56470
79	940358	46289	76941252	4162027	14304	72	37211	65022
80	1421405	68508	78362657	4230535	20361	31	54573	99845
81	1140109	55547	79502766	4286082	16902	33	44664	78615
82	759822	34902	80262588	4320984	11154	29	29452	50403
83	1645089	79932	81907677	4400916	23109	93	62356	120984
84	1445789	71845	83353466	4472761	20744	144	55360	110088
85	810229	38180	84163695	4510941	12444	9	32191	54227
86	1342192	65056	85505887	4575997	19032	110	51232	97126
87	768484	36877	86274371	4612874	11311	122	29732	54053
88	1437020	72081	87711391	4684955	20593	216	54959	109918
89	102624	4447	87814015	4689402	1600	13	4153	7974
90	943068	45821	88757083	4735223	14337	28	37295	64217
91	1225492	63163	89982575	4798386	18441	155	47953	92863
92	1589878	77957	91572453	4876343	22262	196	59573	124074
93	1096125	50850	92668578	4927193	16090	8	42042	70770
94	1097655	50972	93766233	4978165	16115	32	42102	72366
95	2060575	93698	95826808	5071863	28577	131	75880	154245
96	1098560	51515	96925368	5123378	16128	28	42119	72395
97	1591784	74361	98517152	5197739	22261	35	59643	112085
98	2239326	149133	100756478	5346872	31760	3159	85239	312441
99	1587818	74039	102344296	5420911	22243	19	59510	110521
100	1102324	51284	103446620	5472195	16181	11	42223	71629
101	1257028	59744	104703648	5531939	18384	20	48661	83896
102	1104566	50042	105808214	5581981	15382	59	41970	72748
103	1305128	64183	107113342	5646164	18853	136	50382	94200
104	1334678	70004	108448020	5716168	19382	363	51259	108404
105	1482217	69316	109930237	5785484	20185	99	55366	104651
106	1067317	48010	110997554	5833494	15070	28	40489	68371
107	2148131	99605	113145685	5933099	29939	221	79663	167548
108	1456734	73051	114602419	6006150	20856	197	56209	113718
109	1944167	92315	116546586	6098465	27332	174	73551	149661
110	1275060	61768	117821646	6160233	18642	82	49138	89504
111	658225	28866	118479871	6189099	9619	13	25242	41441
112	1315464	64051	119795335	6253150	19008	94	50666	92737
113	1067085	47797	120862420	6300947	15067	8	40560	66995
114	1707493	82433	122569913	6383380	23780	108	64767	124835
115	1312724	64092	123882637	6447472	18966	113	50562	93443
116	1318821	65927	125201458	6513399	19048	189	50680	99947
117	1539510	72834	126740968	6586233	21979	22	58883	106792
118	1737115	77903	128478083	6664136	23494	178	64058	133070
119	1263854	60227	129741937	6724363	18253	32	47902	86290
120	1185229	56175	130927166	6780538	17240	24	44991	79555
121	1500925	68281	132428091	6848819	21149	18	54805	100084
122	1500845	68088	133928936	6916907	21153	16	54810	99529
123	1108849	51843	135037785	6968750	16239	15	42341	74098
124	3707928	189673	138745713	7158423	50562	1672	132850	396023
125	2646392	116910	141392105	7275333	35363	71	95157	198054
126	1329549	63917	142721654	7339250	19090	51	50210	97195
127	1108022	51768	143829676	7391018	16238	14	42337	73098
128	2099460	93555	145929136	7484573	28709	86	76826	156128
129	1368541	65541	147297677	7550114	19663	51	52103	97187
130	1297054	61474	148594731	7611588	18819	13	50236	87267
131	214310	7882	148809041	7619470	3009	0	8020	12573
132	858997	37791	149668038	7657261	12307	0	32750	53115
133	221150	8195	149889188	7665456	3121	0	8226	12936
134	919338	41900	150808526	7707356	13722	0	35797	58025
135	1813167	77934	152621693	7785290	23525	0	66274	122113
136	1343775	60900	153965468	7846190	19266	0	50251	87597
137	840989	38787	154806457	7884977	12860	0	33171	54838
138	1361166	64664	156167623	7949641	19833	0	52758	91811
139	1065261	47843	157232884	7997484	15037	0	40416	68138
140	1155669	55058	158388553	8052542	17097	1	44925	76167
141	1254613	58945	159643166	8111487	18293	0	48490	82552
142	2156016	97940	161799182	8209427	30223	1	81029	155813
143	630003	27379	162429185	8236806	9278	0	24341	40219
144	1446429	68196	163875614	8305002	20742	0	55293	100015
145	1543572	72673	165419186	8377675	21887	0	58635	105412
146	210007	7778	165629193	8385453	2943	0	7922	13292
147	1341834	64672	166971027	8450125	19874	0	51847	92706
148	11192	479	166982219	8450604	266	0	426	583
149	746326	33718	167728545	8484322	11045	0	29206	47250
150	802893	37497	168531438	8521819	12347	0	31949	52924
151	102214	4145	168633652	8525964	1599	0	4155	6621
152	1150341	53997	169783993	8579961	16959	0	44343	75377
153	1697061	75548	171481054	8655509	23215	0	63342	117442
154	811031	37746	172292085	8693255	12452	0	32198	52712
155	846282	39530	173138367	8732785	12921	1	33299	55332
156	851146	37611	173989513	8770396	12183	0	32541	54143
157	724853	32531	174714366	8802927	10683	0	28314	45851
158	1144269	53471	175858635	8856398	16856	0	44171	72903
159	622239	26976	176480874	8883374	9169	0	24122	38516
160	1273377	60021	177754251	8943395	18632	0	49158	83671
161	650986	28038	178405237	8971433	9516	0	25052	39934
162	354545	16343	178759782	8987776	5394	0	14469	23625
163	1149413	52903	179909195	9040679	16941	0	43705	73670
164	1240270	56351	181149465	9097030	17196	0	46789	80830
165	1705459	81003	182854924	9178033	24199	0	64871	119036
166	1619994	76456	184474918	9254489	23186	0	61830	112217
167	1113286	51818	185588204	9306307	16509	2	43184	70787
168	17188	673	185605392	9306980	348	0	604	844
169	803111	37490	186408503	9344470	12331	0	31923	52879
170	898645	42263	187307148	9386733	13661	0	35907	59459
171	1082936	50023	188390084	9436756	15894	0	41620	69901
172	810229	37746	189200313	9474502	12445	0	32185	53559
173	763024	34297	189963337	9508799	11191	0	29584	49299
174	5297	168	189968634	9508967	103	0	153	159
175	921806	43779	190890440	9552746	14092	0	36660	59818
176	1507436	71937	192397876	9624683	21735	0	57794	104297
177	610513	23107	193008389	9647790	8050	0	21382	33953
178	58777	2172	193067166	9649962	996	0	2184	3196
179	915518	42901	193982684	9692863	13917	0	36432	59147
180	1425503	64437	195408187	9757300	20334	0	53203	94054
181	1084107	50193	196492294	9807493	15914	0	41646	69632
182	622851	27041	197115145	9834534	9179	0	24138	38545
183	1127345	50532	198242490	9885066	15739	0	42605	71771
184	650272	28067	198892762	9913133	9517	0	25019	41060
185	904019	41839	199796781	9954972	13669	0	35617	59539
186	820648	36347	200617429	9991319	11706	0	31641	52642
187	578728	21767	201196157	10013086	7603	0	20217	33306
188	11130	460	201207287	10013546	257	0	457	603
189	1499149	66459	202706436	10080005	20462	0	56613	102452
190	1435923	68265	204142359	10148270	20728	0	55251	97443
191	1456269	66021	205598628	10214291	19792	0	54519	97518
192	1057213	50449	206655841	10264740	15863	0	41695	69767
193	1769936	82975	208425777	10347715	24740	2	65948	125297
194	664725	28744	209090502	10376459	9744	0	25447	41949
195	355364	16398	209445866	10392857	5416	0	14514	23975
196	827991	38378	210273857	10431235	12628	0	32740	54360
197	371917	17276	210645774	10448511	5696	0	15261	24843
198	840636	39235	211486410	10487746	12762	0	33482	55732
199	940358	44448	212426768	10532194	14304	0	37211	60622
200	1421405	67697	213848173	10599891	20361	0	54573	98024
201	1140109	54399	214988282	10654290	16902	0	44664	75603
202	759822	34170	215748104	10688460	11154	0	29452	48698
203	1645052	77509	217393156	10765969	23109	1	62356	114229
204	1445678	69034	218838834	10835003	20744	3	55360	101409
205	810229	37926	219649063	10872929	12444	0	32191	53557
206	1342192	62586	220991255	10935515	19032	0	51232	90605
207	768484	34457	221759739	10969972	11311	0	29732	48137
208	1437020	68025	223196759	11037997	20593	0	54959	96764
209	102624	4164	223299383	11042161	1600	0	4153	6738
210	943031	45191	224242414	11087352	14337	1	37295	62413
211	1225418	59939	225467832	11147291	18441	2	47953	84513
212	1589878	74129	227057710	11221420	22262	0	59573	109390
213	1096125	50634	228153835	11272054	16090	0	42042	70241
214	1097655	50218	229251490	11322272	16115	0	42102	70331
215	2060538	90880	231312028	11413152	28577	1	75880	145148
216	1098560	50662	232410588	11463814	16128	0	42119	70361
217	1591784	73529	234002372	11537343	22261	0	59643	109550
218	2239326	103615	236241698	11640958	31760	0	85239	168086
219	1587818	73464	237829516	11714422	22243	0	59510	109262
220	1102324	50854	238931840	11765276	16181	0	42223	70559
221	1257028	59195	240188868	11824471	18384	0	48661	82506
222	1104566	48713	241293434	11873184	15382	0	41970	68729
223	1305128	61005	242598562	11934189	18853	0	50382	86016
224	1334678	62701	243933240	11996890	19382	0	51259	88190
225	1482217	67208	245415457	12064098	20185	0	55366	97616
226	1067317	47374	246482774	12111472	15070	0	40489	66299
227	2148131	95484	248630905	12206956	29939	0	79663	153819
228	1456734	69201	250087639	12276157	20856	0	56209	100622
229	1944167	88663	252031806	12364820	27332	0	73551	138302
230	1275060	59858	253306866	12424678	18642	0	49138	83755
231	658225	28363	253965091	12453041	9619	0	25242	40258
232	1315464	61641	255280555	12514682	19008	0	50666	86605
233	1067085	47517	256347640	12562199	15067	0	40560	66382
234	1707493	79841	258055133	12642040	23780	0	64767	117913
235	1312724	61408	259367857	12703448	18966	0	50562	86434
236	1318821	61748	260686678	12765196	19048	0	50680	86688
237	1539901	72179	262226579	12837375	21965	0	58868	105767
238	1748159	82621	263974738	12919996	24262	25	65747	125499
239	1607717	75689	265582455	12995685	22489	17	60037	113346
240	214310	7882	265796765	13003567	3009	0	8020	12573
241	858551	38227	266655316	13041794	12292	27	32726	54030
242	221150	8195	266876466	13049989	3121	0	8226	12936
243	918182	41973	267794648	13091962	13699	5	35758	58129
244	1812753	77896	269607401	13169858	23510	4	66250	122151
245	1342683	60925	270950084	13230783	19237	2	50212	87593
246	839869	38713	271789953	13269496	12838	0	33132	54767
247	1359478	64603	273149431	13334099	19803	0	52719	91689
248	1064821	47802	274214252	13381901	15022	0	40392	68096
249	1154609	54729	275368861	13436630	17068	0	44886	75796
250	1253540	59170	276622401	13495800	18261	1	48451	82752
251	2153022	97959	278775423	13593759	30171	6	80966	155885
252	629535	27375	279404958	13621134	9268	1	24317	40205
253	1445312	68047	280850270	13689181	20713	0	55254	99903
254	1542491	72616	282392761	13761797	21860	0	58596	105311
255	210007	7778	282602768	13769575	2943	0	7922	13292
256	1340085	64546	283942853	13834121	19845	0	51808	92605
257	11192	479	283954045	13834600	266	0	426	583
258	745287	33802	284699332	13868402	11017	4	29157	47379
259	801773	37421	285501105	13905823	12325	0	31910	52853
260	101775	4118	285602880	13909941	1587	0	4140	6592
261	1149261	53963	286752141	13963904	16932	0	44304	75272
262	1696005	75421	288448146	14039325	23188	0	63303	117338
263	809875	37679	289258021	14077004	12428	0	32159	52638
264	845163	39266	290103184	14116270	12897	0	33260	54999
265	850700	37584	290953884	14153854	12168	0	32517	54101
266	724407	32463	291678291	14186317	10667	0	28290	45809
267	1143189	53415	292821480	14239732	16829	0	44132	72799
268	621762	26931	293443242	14266663	9159	0	24098	38474
269	1272303	59965	294715545	14326628	18605	0	49119	83558
270	650509	28000	295366054	14354628	9506	0	25028	39892
271	354432	16329	295720486	14370957	5384	0	14459	23608
272	1148333	52869	296868819	14423826	16914	0	43666	73570
273	1239832	56312	298108651	14480138	17181	0	46765	80766
274	1703712	80834	299812363	14560972	24166	0	64832	118882
275	1618254	76264	301430617	14637236	23153	0	61791	112070
276	1112235	51446	302542852	14688682	16480	0	43145	70150
277	17188	673	302560040	14689355	348	0	604	844
278	801991	37411	303362031	14726766	12309	0	31884	52808
279	896956	42180	304258987	14768946	13639	0	35868	59388
280	1081856	49963	305340843	14818909	15867	0	41581	69830
281	809073	37664	306149916	14856573	12421	0	32146	53485
282	762578	34285	306912494	14890858	11175	0	29560	49257
283	5297	168	306917791	14891026	103	0	153	159
284	919940	43956	307837731	14934982	14039	3	36570	60226
285	1506319	71960	309344050	15006942	21706	0	57755	104158
286	610537	23107	309954587	15030049	8050	0	21382	33953
287	58777	2172	310013364	15032221	996	0	2184	3196
288	913793	42841	310927157	15075062	13893	0	36393	59074
289	1423798	64418	312350955	15139480	20309	0	53164	93933
290	1083027	50097	313433982	15189577	15887	0	41607	69561
291	622374	27034	314056356	15216611	9169	0	24114	38503
292	1126905	50480	315183261	15267091	15724	0	42581	71729
293	1538154	72124	316721415	15339215	21932	0	58829	105630
294	649795	28036	317371210	15367251	9507	0	24995	41018
295	902287	41708	318273497	15408959	13644	0	35578	59465
296	819727	36300	319093224	15445259	11681	1	31602	52597
297	578752	21767	319671976	15467026	7603	0	20217	33306
298	11130	460	319683106	15467486	257	0	457	603
299	1498048	66342	321181154	15533828	20432	0	56574	102317
300	1434247	68170	322615401	15601998	20698	0	55212	97330
301	1455837	65962	324071238	15667960	19777	0	54495	97460
302	1055548	50367	325126786	15718327	15834	0	41656	69696
303	1768886	82586	326895672	15800913	24709	0	65909	124243
304	664248	28712	327559920	15829625	9734	0	25423	41907
305	355251	16378	327915171	15846003	5406	0	14504	23958
306	826871	38351	328742042	15884354	12606	0	32701	54289
307	371104	17347	329113146	15901701	5671	1	15222	24878
308	838940	39223	329952086	15940924	12739	0	33443	55661
309	939269	44399	330891355	15985323	14276	0	37172	60551
310	1420324	67612	332311679	16052935	20334	0	54534	97922
311	1138990	54401	333450669	16107336	16873	0	44625	75494
312	759376	34139	334210045	16141475	11138	0	29428	48656
313	1643978	77230	335854023	16218705	23080	0	62317	113862
314	1444672	68702	337298695	16287407	20715	0	55321	100611
315	809249	38047	338107944	16325454	12420	2	32152	53746
316	1341339	62546	339449283	16388000	19008	0	51193	90499
317	768038	34410	340217321	16422410	11295	0	29708	48095
318	1435939	67897	341653260	16490307	20566	0	54920	96661
319	102185	4142	341755445	16494449	1588	0	4138	6709
320	941943	44821	342697388	16539270	14307	0	37256	62094
321	1223698	59537	343921086	16598807	18409	0	47914	83871
322	1588806	74011	345509892	16672818	22235	0	59534	109292
323	1095045	50567	346604937	16723385	16063	0	42003	70170
324	1096575	50118	347701512	16773503	16088	0	42063	70260
325	2058822	90490	349760334	16863993	28546	0	75841	144768
326	1097480	50593	350857814	16914586	16101	0	42080	70290
327	1590712	73462	352448526	16988048	22234	0	59604	109452
328	2237585	103436	354686111	17091484	31727	0	85200	167963
329	1586746	73334	356272857	17164818	22216	0	59471	109164
330	1101244	50829	357374101	17215647	16154	0	42184	70488
331	1255945	59177	358630046	17274824	18357	0	48622	82395
332	1104126	48749	359734172	17323573	15367	0	41946	68687
333	1304045	60968	361038217	17384541	18826	0	50343	85906
334	1333595	62687	362371812	17447228	19355	0	51220	88089
335	1481785	67199	363853597	17514427	20170	0	55342	97555
336	1066877	47399	364920474	17561826	15055	0	40465	66257
337	2146420	95468	367066894	17657294	29910	0	79624	153713
338	1455094	69156	368521988	17726450	20828	0	56170	100499
339	1942432	88578	370464420	17815028	27303	0	73512	138180
340	1273977	59895	371738397	17874923	18615	0	49099	83643
341	657757	28332	372396154	17903255	9609	1	25218	40246
342	1314381	61601	373710535	17964856	18981	0	50627	86492
343	1066645	47491	374777180	18012347	15052	0	40536	66340
344	1706418	79836	376483598	18092183	23753	0	64728	117802
345	1311605	61348	377795203	18153531	18937	0	50523	86328
346	1317738	61703	379112941	18215234	19021	0	50641	86577
347	1153470	54266	380266411	18269500	16685	42	43978	80695
348	214310	7882	380480721	18277382	3009	0	8020	12573
349	858551	37758	381339272	18315140	12292	0	32726	53073
350	221150	8195	381560422	18323335	3121	0	8226	12936
351	918182	41821	382478604	18365156	13699	0	35758	57951
352	1812753	77846	384291357	18443002	23510	0	66250	122049
353	1342683	60842	385634040	18503844	19237	0	50212	87494
354	839869	38713	386473909	18542557	12838	0	33132	54767
355	1359478	64603	387833387	18607160	19803	0	52719	91689
356	1064821	47802	388898208	18654962	15022	0	40392	68096
357	1154609	54729	390052817	18709691	17068	0	44886	75796
358	1253540	58857	391306357	18768548	18261	0	48451	82417
359	2153022	97557	393459379	18866105	30171	0	80966	155328
360	629535	27350	394088914	18893455	9268	0	24317	40177
361	1445312	68047	395534226	18961502	20713	0	55254	99903
362	1542491	72616	397076717	19034118	21860	0	58596	105311
363	210007	7778	397286724	19041896	2943	0	7922	13292
364	1340085	64546	398626809	19106442	19845	0	51808	92605
365	11192	479	398638001	19106921	266	0	426	583
366	745287	33616	399383288	19140537	11017	0	29157	47164
367	801773	37421	400185061	19177958	12325	0	31910	52853
368	101775	4118	400286836	19182076	1587	0	4140	6592
369	1149261	53963	401436097	19236039	16932	0	44304	75272
370	1696005	75421	403132102	19311460	23188	0	63303	117338
371	809875	37679	403941977	19349139	12428	0	32159	52638
372	845163	39266	404787140	19388405	12897	0	33260	54999
373	850700	37584	405637840	19425989	12168	0	32517	54101
374	724407	32463	406362247	19458452	10667	0	28290	45809
375	1143189	53415	407505436	19511867	16829	0	44132	72799
376	621762	26931	408127198	19538798	9159	0	24098	38474
377	1272303	59965	409399501	19598763	18605	0	49119	83558
378	650509	28000	410050010	19626763	9506	0	25028	39892
379	354432	16329	410404442	19643092	5384	0	14459	23608
380	1148333	52869	411552775	19695961	16914	0	43666	73570
381	1239832	56312	412792607	19752273	17181	0	46765	80766
382	1703712	80834	414496319	19833107	24166	0	64832	118882
383	1618254	76264	416114573	19909371	23153	0	61791	112070
384	1112235	51446	417226808	19960817	16480	0	43145	70150
385	17188	673	417243996	19961490	348	0	604	844
386	801991	37411	418045987	19998901	12309	0	31884	52808
387	896956	42180	418942943	20041081	13639	0	35868	59388
388	1081856	49963	420024799	20091044	15867	0	41581	69830
389	809252	37854	420834051	20128898	12424	3	32154	53690
390	762578	34285	421596629	20163183	11175	0	29560	49257
391	5297	168	421601926	20163351	103	0	153	159
392	919940	43590	422521866	20206941	14039	0	36570	59659
393	1506319	71960	424028185	20278901	21706	0	57755	104158
394	610537	23107	424638722	20302008	8050	0	21382	33953
395	58777	2172	424697499	20304180	996	0	2184	3196
396	913793	42841	425611292	20347021	13893	0	36393	59074
397	1423798	64418	427035090	20411439	20309	0	53164	93933
398	1083027	50097	428118117	20461536	15887	0	41607	69561
399	622374	27034	428740491	20488570	9169	0	24114	38503
400	1126905	50480	429867396	20539050	15724	0	42581	71729
401	1538154	72124	431405550	20611174	21932	0	58829	105630
402	649795	28036	432055345	20639210	9507	0	24995	41018
403	902287	41708	432957632	20680918	13644	0	35578	59465
404	819727	36276	433777359	20717194	11681	0	31602	52571
405	578752	21767	434356111	20738961	7603	0	20217	33306
406	11130	460	434367241	20739421	257	0	457	603
407	1498048	66342	435865289	20805763	20432	0	56574	102317
408	1434247	68170	437299536	20873933	20698	0	55212	97330
409	1455837	65962	438755373	20939895	19777	0	54495	97460
410	1055548	50367	439810921	20990262	15834	0	41656	69696
411	1768886	82586	441579807	21072848	24709	0	65909	124243
412	664248	28712	442244055	21101560	9734	0	25423	41907
413	355251	16378	442599306	21117938	5406	0	14504	23958
414	826871	38351	443426177	21156289	12606	0	32701	54289
415	371104	17229	443797281	21173518	5671	0	15222	24774
416	838940	39223	444636221	21212741	12739	0	33443	55661
417	939269	44399	445575490	21257140	14276	0	37172	60551
418	1420324	67612	446995814	21324752	20334	0	54534	97922
419	1138990	54401	448134804	21379153	16873	0	44625	75494
420	759376	34139	448894180	21413292	11138	0	29428	48656
421	1643978	77230	450538158	21490522	23080	0	62317	113862
422	1444672	68702	451982830	21559224	20715	0	55321	100611
423	809249	37840	452792079	21597064	12420	0	32152	53483
424	1341339	62546	454133418	21659610	19008	0	51193	90499
425	768038	34410	454901456	21694020	11295	0	29708	48095
426	1435939	67897	456337395	21761917	20566	0	54920	96661
427	102185	4142	456439580	21766059	1588	0	4138	6709
428	941943	44821	457381523	21810880	14307	0	37256	62094
429	1223698	59537	458605221	21870417	18409	0	47914	83871
430	1588806	74011	460194027	21944428	22235	0	59534	109292
431	1095045	50567	461289072	21994995	16063	0	42003	70170
432	1096575	50118	462385647	22045113	16088	0	42063	70260
433	2058822	90490	464444469	22135603	28546	0	75841	144768
434	1097480	50593	465541949	22186196	16101	0	42080	70290
435	1590712	73462	467132661	22259658	22234	0	59604	109452
436	2237585	103436	469370246	22363094	31727	0	85200	167963
437	1586746	73334	470956992	22436428	22216	0	59471	109164
438	1101244	50829	472058236	22487257	16154	0	42184	70488
439	1255945	59177	473314181	22546434	18357	0	48622	82395
440	1104126	48749	474418307	22595183	15367	0	41946	68687
441	1304045	60968	475722352	22656151	18826	0	50343	85906
442	1333595	62687	477055947	22718838	19355	0	51220	88089
443	1481785	67199	478537732	22786037	20170	0	55342	97555
444	1066877	47399	479604609	22833436	15055	0	40465	66257
445	2146420	95468	481751029	22928904	29910	0	79624	153713
446	1455094	69156	483206123	22998060	20828	0	56170	100499
447	1942432	88578	485148555	23086638	27303	0	73512	138180
448	1273977	59895	486422532	23146533	18615	0	49099	83643
449	657757	28309	487080289	23174842	9609	0	25218	40216
450	1314381	61601	488394670	23236443	18981	0	50627	86492
451	1066645	47491	489461315	23283934	15052	0	40536	66340
452	1706418	79836	491167733	23363770	23753	0	64728	117802
453	1311605	61348	492479338	23425118	18937	0	50523	86328
454	1317738	61703	493797076	23486821	19021	0	50641	86577
455	1921139	84526	495718215	23571347	26364	36	69560	137662
456	1948150	85094	497666365	23656441	26794	31	71098	136942
457	1106225	51816	498772590	23708257	16237	12	42320	72350
458	1308339	61595	500080929	23769852	18918	12	49839	88524
459	1106474	51581	501187403	23821433	16234	13	42323	72462
460	1106113	51505	502293516	23872938	16233	9	42318	72182
461	1105884	51465	503399400	23924403	16233	10	42313	72040
462	1106126	51451	504505526	23975854	16233	8	42313	72064
463	1106228	52002	505611754	24027856	16241	16	42332	72561
464	214310	7882	505826064	24035738	3009	0	8020	12573
465	858997	37791	506685061	24073529	12307	0	32750	53115
466	221150	8195	506906211	24081724	3121	0	8226	12936
467	919338	41900	507825549	24123624	13722	0	35797	58025
468	1813167	77934	509638716	24201558	23525	0	66274	122113
469	1343775	60900	510982491	24262458	19266	0	50251	87597
470	840989	38787	511823480	24301245	12860	0	33171	54838
471	1361166	64664	513184646	24365909	19833	0	52758	91811
472	1065261	47843	514249907	24413752	15037	0	40416	68138
473	1155706	54818	515405613	24468570	17097	0	44925	75912
474	1254613	58945	516660226	24527515	18293	0	48490	82552
475	2156053	97698	518816279	24625213	30223	0	81029	155540
476	630003	27379	519446282	24652592	9278	0	24341	40219
477	1446429	68196	520892711	24720788	20742	0	55293	100015
478	1543572	72673	522436283	24793461	21887	0	58635	105412
479	210007	7778	522646290	24801239	2943	0	7922	13292
480	1341834	64672	523988124	24865911	19874	0	51847	92706
481	11192	479	523999316	24866390	266	0	426	583
482	746326	33718	524745642	24900108	11045	0	29206	47250
483	802893	37497	525548535	24937605	12347	0	31949	52924
484	102214	4145	525650749	24941750	1599	0	4155	6621
485	1150341	53997	526801090	24995747	16959	0	44343	75377
486	1697061	75548	528498151	25071295	23215	0	63342	117442
487	811031	37746	529309182	25109041	12452	0	32198	52712
488	846319	39278	530155501	25148319	12921	0	33299	55073
489	851146	37611	531006647	25185930	12183	0	32541	54143
490	724853	32531	531731500	25218461	10683	0	28314	45851
491	1144269	53471	532875769	25271932	16856	0	44171	72903
492	622239	26976	533498008	25298908	9169	0	24122	38516
493	1273377	60021	534771385	25358929	18632	0	49158	83671
494	650986	28038	535422371	25386967	9516	0	25052	39934
495	354545	16343	535776916	25403310	5394	0	14469	23625
496	1149413	52903	536926329	25456213	16941	0	43705	73670
497	1240270	56351	538166599	25512564	17196	0	46789	80830
498	1705459	81003	539872058	25593567	24199	0	64871	119036
499	1619994	76456	541492052	25670023	23186	0	61830	112217
500	1113360	51540	542605412	25721563	16509	0	43184	70255
501	17188	673	542622600	25722236	348	0	604	844
502	803111	37490	543425711	25759726	12331	0	31923	52879
503	898645	42263	544324356	25801989	13661	0	35907	59459
504	1082936	50023	545407292	25852012	15894	0	41620	69901
505	810229	37746	546217521	25889758	12445	0	32185	53559
506	763024	34297	546980545	25924055	11191	0	29584	49299
