tu	pass	raw	cumulative_raw	stream	p29_cum_wire	grz2_cum_wire	fastintern_cum_wire	zstd3_cum_wire	pred_cum_wire	build_close	stream_switch_delta
240	4	3564422	718776508	4	506117	398482	22048472	76467014	NA	0	
241	4	3233744	722010252	4	506132	398482	22144227	76808903	NA	0	
242	4	3305990	725316242	4	506147	398482	22241331	77155802	NA	0	
243	4	3302054	728618296	4	506162	398482	22337342	77501488	NA	0	
244	4	3300921	731919217	4	506177	398482	22436223	77855905	NA	0	
245	4	3071057	734990274	4	506192	398482	22528598	78184044	NA	0	
246	4	3234203	738224477	4	506207	398482	22624249	78526144	NA	0	
247	4	3017881	741242358	4	506222	398482	22714555	78846609	NA	0	
248	4	3279524	744521882	4	506237	398482	22810706	79197371	NA	0	
249	4	3017881	747539763	4	506252	398482	22901012	79517836	NA	0	
250	4	3212840	750752603	4	506267	398482	22995115	79858925	NA	0	
251	4	3017881	753770484	4	506282	398482	23085421	80179390	NA	0	
252	4	3263639	757034123	4	506297	398482	23182810	80527839	NA	0	
253	4	3017881	760052004	4	506312	398482	23273116	80848304	NA	0	
254	4	3249425	763301429	4	506327	398482	23367827	81193034	NA	0	
255	4	3017881	766319310	4	506342	398482	23458133	81513499	NA	0	
256	4	3551761	769871071	4	506357	398482	23561804	81887339	NA	0	
257	4	3017881	772888952	4	506372	398482	23652110	82207804	NA	0	
258	4	3410684	776299636	4	506387	398482	23752098	82574759	NA	0	
259	4	3017881	779317517	4	506402	398482	23842404	82895224	NA	0	
260	4	3201894	782519411	4	506417	398482	23937776	83235223	NA	0	
261	4	3017881	785537292	4	506432	398482	24028082	83555688	NA	0	
262	4	3234436	788771728	4	506447	398482	24122278	83897728	NA	0	
263	4	3017881	791789609	4	506462	398482	24212584	84218193	NA	0	
264	4	3271801	795061410	4	506477	398482	24308595	84567569	NA	0	
265	4	3017881	798079291	4	506492	398482	24398901	84888034	NA	0	
266	4	3566528	801645819	4	506507	398482	24503776	85264611	NA	0	
267	4	3017881	804663700	4	506522	398482	24594082	85585076	NA	0	
268	4	3219014	807882714	4	506537	398482	24687927	85925902	NA	0	
269	4	3017881	810900595	4	506552	398482	24778233	86246367	NA	0	
270	4	3235652	814136247	4	506567	398482	24873756	86588725	NA	0	
271	4	3017881	817154128	4	506582	398482	24964062	86909190	NA	0	
272	4	3303358	820457486	4	506597	398482	25059997	87255517	NA	0	
273	4	3017881	823475367	4	506612	398482	25150303	87575982	NA	0	
274	4	3627731	827103098	4	506627	398482	25255441	87958947	NA	0	
275	4	3017881	830120979	4	506642	398482	25345747	88279412	NA	0	
276	4	3302547	833423526	4	506657	398482	25441376	88625300	NA	0	
277	4	3017881	836441407	4	506672	398482	25531682	88945765	NA	0	
278	4	3303988	839745395	4	506687	398482	25627639	89291879	NA	0	
279	4	3017881	842763276	4	506702	398482	25717945	89612344	NA	0	
280	4	3306096	846069372	4	506717	398482	25814019	89958994	NA	0	
281	4	3017881	849087253	4	506732	398482	25904325	90279459	NA	0	
282	4	3301706	852388959	4	506747	398482	26001313	90625708	NA	0	
283	4	3017881	855406840	4	506762	398482	26091619	90946173	NA	0	
284	4	3304829	858711669	4	506777	398482	26188457	91292567	NA	0	
285	4	3017881	861729550	4	506792	398482	26278763	91613032	NA	0	
286	4	3464133	865193683	4	506807	398482	26382170	91985659	NA	0	
287	4	3264733	868458416	4	506829	398482	26479246	92332764	NA	1	
