pass	tu_ord	region_count	root_tokens	blocks_after	new_blocks	max_depth	deep_refs	root_raw	root_z1	root_z3	root_z6	changed	tok_per_reg
1	812	4305	52	32649	6	21	41	156	157	157	157	0	0.0121
1	813	4306	125	32655	11	14	112	375	347	347	347	0	0.0290
1	814	4141	37	32666	20	21	16	111	108	108	108	0	0.0089
1	815	4294	32	32686	10	21	23	96	105	105	105	0	0.0075
1	816	2380	21	32696	6	20	14	63	72	72	72	0	0.0088
1	817	5784	97	32702	11	15	80	291	269	269	269	0	0.0168
1	818	5353	202	32713	35	20	158	606	516	516	516	0	0.0377
1	819	4817	63	32748	16	15	47	189	189	189	189	0	0.0131
1	820	4804	41	32764	5	16	38	123	113	113	113	0	0.0085
1	821	4820	55	32769	20	16	36	165	149	149	149	0	0.0114
1	822	4828	105	32789	30	15	74	315	297	297	297	0	0.0217
1	823	4792	30	32819	15	21	18	90	99	95	95	0	0.0063
1	824	4804	37	32834	19	17	34	111	107	107	107	0	0.0077
1	825	4804	28	32853	8	17	25	84	93	93	93	0	0.0058
1	826	4806	25	32861	5	17	20	75	80	80	80	0	0.0052
1	827	4784	19	32866	6	22	15	57	66	66	66	0	0.0040
1	828	4788	20	32872	7	22	12	60	69	69	69	0	0.0042
1	829	4795	71	32879	19	15	54	213	211	211	211	0	0.0148
1	830	4788	26	32898	7	22	18	78	87	87	87	0	0.0054
1	831	4808	32	32905	7	17	25	96	105	105	105	0	0.0067
1	832	5203	167	32912	46	18	119	501	446	446	446	0	0.0321
1	833	5667	141	32958	24	16	121	423	382	382	382	0	0.0249
1	834	4784	21	32982	4	22	17	63	72	72	72	0	0.0044
1	835	5072	134	32986	90	23	46	402	341	341	341	0	0.0264
1	836	4788	23	33076	14	23	15	69	78	78	78	0	0.0048
1	837	5015	135	33090	72	15	76	405	357	357	357	0	0.0269
1	838	4804	35	33162	12	18	32	105	110	110	110	0	0.0073
1	839	4804	28	33174	4	18	25	84	93	93	93	0	0.0058
1	840	4804	26	33178	5	18	23	78	87	87	87	0	0.0054
1	841	5225	144	33183	28	14	122	432	389	389	389	0	0.0276
1	842	5217	61	33211	11	23	51	183	176	176	176	0	0.0117
1	843	4903	163	33222	37	18	124	489	429	429	429	0	0.0332
1	844	4869	176	33259	57	14	116	528	430	430	430	0	0.0361
1	845	5898	171	33316	54	14	150	513	435	435	435	0	0.0290
1	846	4305	49	33370	11	23	38	147	150	150	150	0	0.0114
1	847	4306	112	33381	24	14	100	336	312	312	312	0	0.0260
1	848	6343	448	33405	24	20	183	1344	1013	1013	1013	0	0.0706
1	849	5996	312	33429	19	15	228	936	757	757	757	0	0.0520
1	850	5858	351	33448	74	15	230	1053	832	832	832	0	0.0599
1	851	5700	134	33522	8	15	108	402	365	365	365	0	0.0235
1	852	3791	185	33530	20	13	138	555	495	495	495	0	0.0488
1	853	6013	252	33550	35	16	172	756	633	633	633	0	0.0419
1	854	3042	83	33585	8	14	55	249	236	236	236	0	0.0273
1	855	5209	89	33593	8	16	71	267	245	245	245	0	0.0171
1	856	4932	49	33601	12	16	42	147	147	147	147	0	0.0099
1	857	6175	294	33613	27	16	254	882	694	694	694	0	0.0476
1	858	5737	232	33640	33	13	184	696	594	594	594	0	0.0404
1	859	5809	233	33673	33	13	192	699	586	586	586	0	0.0401
1	860	3014	40	33706	9	20	32	120	129	129	129	0	0.0133
1	861	5836	256	33715	18	15	156	768	630	630	630	0	0.0439
1	862	3042	31	33733	1	16	21	93	102	102	102	0	0.0102
1	863	5809	191	33734	20	16	131	573	488	488	488	0	0.0329
1	864	4935	56	33754	18	16	48	168	165	165	165	0	0.0113
1	865	5711	269	33772	32	14	208	807	663	663	663	0	0.0471
1	866	5694	174	33804	28	14	162	522	454	454	454	0	0.0306
1	867	138	18	33832	0	12	6	54	63	63	63	0	0.1304
1	868	89	10	33832	0	12	2	30	39	39	39	0	0.1124
1	869	138	17	33832	0	12	7	51	60	60	60	0	0.1232
1	870	307	24	33832	0	11	13	72	81	81	81	0	0.0782
1	871	394	42	33832	3	13	16	126	127	127	127	0	0.1066
1	872	92	13	33835	0	12	2	39	48	48	48	0	0.1413
1	873	142	26	33835	1	9	8	78	87	87	87	0	0.1831
1	874	395	87	33836	9	10	30	261	232	232	232	0	0.2203
1	875	148	25	33845	1	12	8	75	84	84	84	0	0.1689
1	876	448	134	33846	1	10	25	402	319	319	319	0	0.2991
1	877	1051	122	33847	4	12	83	366	303	303	303	0	0.1161
1	878	1073	143	33851	4	12	78	429	350	352	352	0	0.1333
1	879	917	62	33855	15	12	48	186	168	168	168	0	0.0676
1	880	1218	347	33870	14	12	49	1041	709	709	696	0	0.2849
1	881	989	107	33884	5	12	40	321	271	271	271	0	0.1082
1	882	1037	155	33889	11	12	40	465	336	316	293	0	0.1495
1	883	886	34	33900	7	12	25	102	104	104	104	0	0.0384
1	884	240	73	33907	2	13	16	219	179	179	179	0	0.3042
1	885	949	58	33909	8	12	35	174	164	164	164	0	0.0611
1	886	950	53	33917	0	12	30	159	152	152	152	0	0.0558
1	887	135	16	33917	2	10	9	48	57	57	57	0	0.1185
1	888	1210	242	33919	4	10	81	726	554	554	554	0	0.2000
1	889	1040	99	33923	29	13	60	297	268	268	268	0	0.0952
1	890	148	16	33952	0	12	5	48	57	57	57	0	0.1081
1	891	818	48	33952	6	11	37	144	144	144	144	0	0.0587
1	892	907	38	33958	5	11	24	114	116	116	116	0	0.0419
1	893	827	23	33963	1	12	12	69	78	78	78	0	0.0278
1	894	320	33	33964	1	10	12	99	108	108	108	0	0.1031
1	895	1037	127	33965	4	12	30	381	295	295	294	0	0.1225
1	896	182	32	33969	0	12	12	96	100	100	100	0	0.1758
1	897	137	11	33969	0	12	3	33	42	42	42	0	0.0803
1	898	489	181	33969	1	11	11	543	393	393	393	0	0.3701
1	899	2930	207	33970	13	12	134	621	515	515	515	0	0.0706
1	900	1716	243	33983	3	14	47	729	532	535	535	0	0.1416
1	901	90	16	33986	0	10	6	48	57	57	57	0	0.1778
1	902	2329	128	33986	15	12	109	384	356	356	356	0	0.0550
1	903	1953	137	34001	16	11	109	411	375	375	375	0	0.0701
1	904	1489	43	34017	4	12	30	129	138	138	138	0	0.0289
1	905	5028	72	34021	4	16	52	216	195	195	195	0	0.0143
1	906	5996	224	34025	65	16	152	672	547	547	547	0	0.0374
1	907	5858	260	34090	108	17	169	780	631	631	631	0	0.0444
1	908	5700	88	34198	34	17	67	264	234	234	234	0	0.0154
1	909	3791	157	34232	45	14	118	471	428	428	428	0	0.0414
1	910	6013	184	34277	55	17	117	552	467	467	467	0	0.0306
1	911	3042	72	34332	28	14	47	216	211	211	211	0	0.0237
1	912	5209	65	34360	10	17	47	195	189	189	189	0	0.0125
1	913	4932	38	34370	7	18	31	114	116	116	116	0	0.0077
1	914	6175	259	34377	170	17	227	777	607	607	607	0	0.0419
1	915	5737	203	34547	34	14	161	609	520	520	520	0	0.0354
1	916	5809	207	34581	59	14	167	621	530	530	530	0	0.0356
1	917	3014	32	34640	10	21	24	96	105	105	105	0	0.0106
1	918	5836	218	34650	90	18	124	654	540	540	540	0	0.0374
1	919	3042	29	34740	10	17	20	87	96	96	96	0	0.0095
1	920	5809	137	34750	46	18	76	411	361	361	361	0	0.0236
1	921	4935	30	34796	9	18	22	90	99	99	99	0	0.0061
1	922	5711	232	34805	79	16	176	696	574	574	574	0	0.0406
1	923	5694	148	34884	40	14	135	444	390	390	390	0	0.0260
1	924	138	17	34924	9	12	6	51	60	60	60	0	0.1232
1	925	89	10	34933	7	12	2	30	39	39	39	0	0.1124
1	926	138	16	34940	8	12	7	48	57	57	57	0	0.1159
1	927	307	21	34948	8	11	11	63	72	72	72	0	0.0684
1	928	394	38	34956	19	13	13	114	116	116	116	0	0.0964
1	929	92	13	34975	10	12	2	39	48	48	48	0	0.1413
1	930	142	24	34985	14	10	7	72	81	81	81	0	0.1690
1	931	395	80	34999	50	10	25	240	206	206	206	0	0.2025
1	932	148	23	35049	10	12	8	69	78	78	78	0	0.1554
1	933	448	130	35059	104	11	22	390	308	308	308	0	0.2902
1	934	1051	75	35163	31	12	40	225	193	193	193	0	0.0714
1	935	1073	99	35194	61	12	37	297	261	261	261	0	0.0923
1	936	917	30	35255	11	13	18	90	95	95	95	0	0.0327
1	937	1218	316	35266	290	13	20	948	630	630	617	0	0.2594
1	938	989	88	35556	60	13	21	264	215	215	215	0	0.0890
1	939	1037	133	35616	111	13	20	399	282	262	239	0	0.1283
1	940	886	18	35727	7	14	9	54	63	63	63	0	0.0203
1	941	240	71	35734	52	13	15	213	174	174	174	0	0.2958
1	942	949	51	35786	17	14	27	153	146	146	146	0	0.0537
1	943	950	52	35803	18	14	28	156	153	153	153	0	0.0547
1	944	135	15	35821	6	10	9	45	54	54	54	0	0.1111
1	945	1210	231	35827	155	11	72	693	535	535	535	0	0.1909
1	946	1040	85	35982	47	13	47	255	227	227	227	0	0.0817
1	947	148	16	36029	11	12	5	48	57	57	57	0	0.1081
1	948	818	43	36040	18	12	35	129	126	126	126	0	0.0526
1	949	907	44	36058	13	12	30	132	131	131	131	0	0.0485
1	950	827	25	36071	9	12	14	75	84	84	84	0	0.0302
1	951	320	30	36080	18	11	9	90	99	99	99	0	0.0938
1	952	1037	135	36098	102	13	37	405	318	318	317	0	0.1302
1	953	182	32	36200	18	12	12	96	101	101	101	0	0.1758
1	954	137	11	36218	8	12	3	33	42	42	42	0	0.0803
1	955	489	179	36226	165	11	9	537	386	386	386	0	0.3661
1	956	2930	183	36391	83	13	113	549	458	458	458	0	0.0625
1	957	1716	237	36474	190	14	42	711	514	516	516	0	0.1381
1	958	90	16	36664	8	10	6	48	57	57	57	0	0.1778
1	959	2329	100	36672	33	11	90	300	284	284	284	0	0.0429
1	960	1953	123	36705	40	10	98	369	342	342	342	0	0.0630
1	961	1489	36	36745	15	13	24	108	117	117	117	0	0.0242
1	962	5028	63	36760	23	17	43	189	178	178	178	0	0.0125
1	963	5844	166	36783	10	17	104	498	426	426	426	0	0.0284
1	964	5882	186	36793	11	17	106	558	460	460	460	0	0.0316
1	965	5830	314	36804	14	13	193	942	760	760	762	0	0.0539
1	966	5679	228	36818	30	16	106	684	544	544	544	0	0.0401
1	967	5584	179	36848	15	15	107	537	457	457	457	0	0.0321
1	968	5131	156	36863	11	21	132	468	424	424	424	0	0.0304
1	969	5131	146	36874	22	21	127	438	399	399	399	0	0.0285
1	970	4713	272	36896	20	14	162	816	668	672	672	0	0.0577
1	971	5545	172	36916	23	16	116	516	445	445	445	0	0.0310
1	972	4481	220	36939	25	14	119	660	541	544	544	0	0.0491
1	973	485	66	36964	3	12	28	198	181	181	181	0	0.1361
1	974	1109	130	36967	3	12	66	390	339	339	339	0	0.1172
1	975	995	89	36970	2	12	26	267	234	234	234	0	0.0894
1	976	491	45	36972	6	12	18	135	134	134	134	0	0.0916
1	977	452	47	36978	1	12	10	141	126	126	126	0	0.1040
1	978	821	320	36979	7	12	85	960	695	695	695	0	0.3898
1	979	434	33	36986	0	12	9	99	99	99	99	0	0.0760
1	980	523	90	36986	7	12	22	270	238	238	238	0	0.1721
1	981	10	7	36993	0	2	1	21	30	30	30	0	0.7000
1	982	506	71	36993	2	12	22	213	183	183	183	0	0.1403
1	983	463	59	36995	0	12	7	177	147	147	147	0	0.1274
1	984	353	15	36995	0	12	5	45	54	54	54	0	0.0425
1	985	1153	97	36995	19	12	69	291	273	273	273	0	0.0841
1	986	458	25	37014	0	13	15	75	84	84	84	0	0.0546
1	987	467	36	37014	1	13	14	108	110	110	110	0	0.0771
1	988	793	53	37015	1	13	25	159	148	148	148	0	0.0668
1	989	479	54	37016	3	13	12	162	151	151	151	0	0.1127
1	990	426	21	37019	0	14	5	63	72	72	72	0	0.0493
1	991	550	115	37019	0	10	24	345	280	280	280	0	0.2091
1	992	541	104	37019	5	14	15	312	260	260	260	0	0.1922
1	993	503	61	37024	1	14	22	183	164	164	164	0	0.1213
1	994	361	20	37025	0	13	9	60	69	69	69	0	0.0554
1	995	471	35	37025	2	14	17	105	104	104	104	0	0.0743
1	996	441	37	37027	0	14	4	111	98	98	98	0	0.0839
1	997	670	260	37027	6	13	12	780	528	528	528	0	0.3881
1	998	729	294	37033	1	14	16	882	588	588	588	0	0.4033
1	999	1174	71	37034	6	14	42	213	201	204	204	0	0.0605
1	1000	503	72	37040	5	14	22	216	191	191	191	0	0.1431
1	1001	482	62	37045	5	11	29	186	169	169	169	0	0.1286
1	1002	482	47	37050	1	12	18	141	134	134	134	0	0.0975
1	1003	522	77	37051	3	14	28	231	202	202	202	0	0.1475
1	1004	473	55	37054	0	12	26	165	156	156	156	0	0.1163
1	1005	478	56	37054	7	12	25	168	159	159	159	0	0.1172
1	1006	475	46	37061	2	12	22	138	133	133	133	0	0.0968
1	1007	470	42	37063	3	12	19	126	119	119	119	0	0.0894
1	1008	472	40	37066	0	13	19	120	120	120	120	0	0.0847
1	1009	469	38	37066	6	13	18	114	123	123	123	0	0.0810
1	1010	482	46	37072	2	13	17	138	136	136	136	0	0.0954
1	1011	492	72	37074	0	13	32	216	193	193	193	0	0.1463
1	1012	485	46	37074	3	14	15	138	135	135	135	0	0.0948
1	1013	469	36	37077	2	13	14	108	109	109	109	0	0.0768
1	1014	470	36	37079	2	13	13	108	109	109	109	0	0.0766
1	1015	499	57	37081	5	14	17	171	163	163	163	0	0.1142
1	1016	479	48	37086	1	13	16	144	141	141	141	0	0.1002
1	1017	504	61	37087	4	14	18	183	173	173	173	0	0.1210
1	1018	476	40	37091	2	14	13	120	121	121	121	0	0.0840
1	1019	482	45	37093	0	14	13	135	129	129	129	0	0.0934
1	1020	484	44	37093	1	14	14	132	129	129	129	0	0.0909
1	1021	489	50	37094	5	13	20	150	148	148	148	0	0.1022
1	1022	507	83	37099	7	14	40	249	220	220	220	0	0.1637
1	1023	492	46	37106	0	14	15	138	133	133	133	0	0.0935
1	1024	5113	134	37106	15	21	115	402	365	365	365	0	0.0262
1	1025	5113	124	37121	46	22	108	372	349	349	349	0	0.0243
1	1026	1101	116	37167	16	11	72	348	305	309	309	0	0.1054
1	1027	1652	116	37183	8	10	87	348	320	320	320	0	0.0702
1	1028	5580	182	37191	25	16	113	546	456	456	456	0	0.0326
1	1029	364	31	37216	2	10	21	93	102	102	102	0	0.0852
1	1030	1061	65	37218	10	10	48	195	204	204	204	0	0.0613
1	1031	896	49	37228	1	13	35	147	149	149	149	0	0.0547
1	1032	363	31	37229	16	10	19	93	102	102	102	0	0.0854
1	1033	364	24	37245	1	11	12	72	81	81	81	0	0.0659
1	1034	1127	93	37246	4	11	51	279	257	257	257	0	0.0825
1	1035	5973	512	37250	41	19	244	1536	1184	1184	1184	0	0.0857
1	1036	3480	99	37291	3	19	58	297	288	288	288	0	0.0284
1	1037	5895	416	37294	26	19	220	1248	991	991	991	0	0.0706
1	1038	5134	239	37320	26	19	142	717	615	615	615	0	0.0466
1	1039	5139	241	37346	14	16	167	723	575	575	575	0	0.0469
1	1040	5215	375	37360	9	17	179	1125	852	853	853	0	0.0719
1	1041	2567	97	37369	1	15	30	291	271	271	271	0	0.0378
1	1042	3619	119	37370	14	15	51	357	323	323	323	0	0.0329
1	1043	4435	332	37384	23	15	111	996	763	763	763	0	0.0749
1	1044	8622	2131	37407	387	16	840	6393	4811	4811	4812	0	0.2472
1	1045	3203	51	37794	3	19	34	153	162	162	162	0	0.0159
1	1046	4318	179	37797	19	20	112	537	462	462	462	0	0.0415
1	1047	3347	106	37816	11	16	66	318	300	300	300	0	0.0317
1	1048	4746	291	37827	14	20	153	873	712	712	712	0	0.0613
1	1049	3874	134	37841	10	19	82	402	365	362	365	0	0.0346
1	1050	4955	133	37851	15	20	88	399	369	369	369	0	0.0268
1	1051	4123	120	37866	13	20	74	360	340	340	340	0	0.0291
1	1052	4225	302	37879	7	20	65	906	671	673	672	0	0.0715
1	1053	4500	378	37886	13	20	116	1134	851	851	854	0	0.0840
1	1054	4621	230	37899	20	20	138	690	578	578	578	0	0.0498
1	1055	6341	834	37919	38	14	270	2502	1828	1832	1825	0	0.1315
1	1056	5185	270	37957	8	14	98	810	635	635	635	0	0.0521
1	1057	5256	357	37965	13	14	120	1071	819	819	819	0	0.0679
1	1058	3820	88	37978	1	16	45	264	253	253	253	0	0.0230
1	1059	3138	105	37979	14	21	60	315	297	297	297	0	0.0335
1	1060	3773	73	37993	4	15	49	219	215	215	215	0	0.0193
1	1061	3980	233	37997	2	16	56	699	532	532	532	0	0.0585
1	1062	3322	46	37999	9	15	31	138	147	147	147	0	0.0138
1	1063	3355	83	38008	1	14	44	249	234	234	234	0	0.0247
1	1064	3296	23	38009	1	16	15	69	78	78	78	0	0.0070
1	1065	3296	22	38010	4	16	14	66	75	75	75	0	0.0067
1	1066	3294	21	38014	0	16	14	63	72	72	72	0	0.0064
1	1067	3298	25	38014	2	16	14	75	84	84	84	0	0.0076
1	1068	3636	68	38016	11	14	57	204	213	213	213	0	0.0187
1	1069	3296	18	38027	1	17	10	54	63	63	63	0	0.0055
1	1070	3335	36	38028	3	17	17	108	117	117	117	0	0.0108
1	1071	3311	13	38031	0	17	8	39	48	48	48	0	0.0039
1	1072	5900	961	38031	80	21	351	2883	2133	2133	2133	0	0.1629
1	1073	4247	138	38111	10	17	63	414	381	381	381	0	0.0325
1	1074	5326	631	38121	61	13	245	1893	1428	1428	1428	0	0.1185
1	1075	4924	294	38182	24	21	151	882	704	704	704	0	0.0597
1	1076	3844	111	38206	15	14	75	333	322	322	322	0	0.0289
1	1077	4995	489	38221	34	15	186	1467	1105	1105	1105	0	0.0979
1	1078	4325	137	38255	7	21	82	411	373	373	373	0	0.0317
1	1079	4958	107	38262	11	15	82	321	310	310	310	0	0.0216
1	1080	5469	222	38273	31	21	126	666	561	561	561	0	0.0406
1	1081	4601	201	38304	27	22	119	603	500	500	500	0	0.0437
1	1082	4301	96	38331	23	22	72	288	273	273	273	0	0.0223
1	1083	5342	160	38354	10	21	99	480	431	431	431	0	0.0300
1	1084	4416	243	38364	18	14	198	729	625	625	625	0	0.0550
1	1085	3573	83	38382	15	14	61	249	240	240	240	0	0.0232
1	1086	5853	399	38397	24	15	160	1197	932	932	932	0	0.0682
1	1087	5142	635	38421	50	14	273	1905	1445	1445	1445	0	0.1235
1	1088	4542	165	38471	21	13	111	495	456	456	456	0	0.0363
1	1089	5664	692	38492	39	15	247	2076	1551	1551	1551	0	0.1222
1	1090	4173	167	38531	10	14	95	501	442	442	442	0	0.0400
1	1091	5460	268	38541	32	15	153	804	667	667	667	0	0.0491
1	1092	5700	271	38573	15	14	152	813	678	678	678	0	0.0475
1	1093	4788	378	38588	22	14	152	1134	880	880	880	0	0.0789
1	1094	6613	1008	38610	96	21	314	3024	2244	2244	2244	0	0.1524
1	1095	3680	216	38706	10	15	74	648	511	511	511	0	0.0587
1	1096	4217	192	38716	30	13	129	576	517	517	517	0	0.0455
1	1097	4132	180	38746	28	14	98	540	482	482	482	0	0.0436
1	1098	4029	217	38774	5	17	65	651	518	519	519	0	0.0539
1	1099	3451	55	38779	3	18	22	165	174	174	174	0	0.0159
1	1100	4461	136	38782	3	18	66	408	359	359	359	0	0.0305
1	1101	5348	328	38785	16	18	149	984	782	782	782	0	0.0613
1	1102	5505	178	38801	20	22	119	534	485	485	485	0	0.0323
1	1103	4280	198	38821	16	22	88	594	499	499	499	0	0.0463
1	1104	3919	82	38837	8	14	60	246	238	238	238	0	0.0209
1	1105	3938	107	38845	10	14	60	321	305	305	305	0	0.0272
1	1106	3768	58	38855	6	15	42	174	183	183	183	0	0.0154
1	1107	4269	102	38861	3	15	62	306	298	298	298	0	0.0239
1	1108	3763	45	38864	4	18	32	135	144	144	144	0	0.0120
1	1109	4153	105	38868	6	18	53	315	291	291	291	0	0.0253
1	1110	3759	39	38874	9	18	25	117	126	126	126	0	0.0104
1	1111	4392	154	38883	5	22	67	462	407	407	407	0	0.0351
1	1112	4266	103	38888	13	18	65	309	300	300	300	0	0.0241
1	1113	5324	287	38901	15	19	150	861	673	673	673	0	0.0539
1	1114	3843	69	38916	2	19	29	207	190	190	190	0	0.0180
1	1115	4098	118	38918	5	18	49	354	322	322	322	0	0.0288
1	1116	5214	194	38923	12	19	101	582	493	493	493	0	0.0372
1	1117	4600	342	38935	9	19	191	1026	783	783	783	0	0.0743
1	1118	3820	147	38944	9	21	67	441	395	395	395	0	0.0385
1	1119	6386	461	38953	31	16	200	1383	1075	1075	1075	0	0.0722
1	1120	6083	379	38984	20	22	169	1137	887	887	887	0	0.0623
1	1121	4713	63	39004	15	22	47	189	198	198	198	0	0.0134
1	1122	3801	72	39019	8	19	28	216	198	198	198	0	0.0189
1	1123	4460	314	39027	27	22	103	942	733	733	733	0	0.0704
1	1124	5818	362	39054	39	13	270	1086	901	901	901	0	0.0622
1	1125	3768	150	39093	9	14	88	450	421	421	421	0	0.0398
1	1126	5066	158	39102	77	17	134	474	401	401	401	0	0.0312
1	1127	5461	335	39179	22	15	161	1005	792	792	792	0	0.0613
1	1128	3436	86	39201	10	15	49	258	255	255	255	0	0.0250
1	1129	6833	848	39211	40	15	301	2544	1900	1900	1900	0	0.1241
1	1130	4942	48	39251	7	17	41	144	153	153	153	0	0.0097
1	1131	5103	90	39258	11	17	67	270	266	266	266	0	0.0176
1	1132	5169	207	39269	20	15	146	621	563	563	563	0	0.0400
1	1133	5253	180	39289	13	15	116	540	469	469	469	0	0.0343
1	1134	5003	134	39302	7	15	82	402	372	372	372	0	0.0268
1	1135	6268	843	39309	239	15	194	2529	1807	1807	1806	0	0.1345
1	1136	5509	166	39548	17	15	121	498	450	450	450	0	0.0301
1	1137	4889	393	39565	40	15	150	1179	917	917	917	0	0.0804
1	1138	5138	192	39605	19	15	127	576	516	516	516	0	0.0374
1	1139	5614	193	39624	18	16	137	579	518	518	518	0	0.0344
1	1140	6960	1232	39642	56	16	291	3696	2643	2643	2646	0	0.1770
1	1141	4096	159	39698	15	16	94	477	431	431	431	0	0.0388
1	1142	5363	626	39713	31	16	253	1878	1423	1427	1427	0	0.1167
1	1143	3959	130	39744	9	15	102	390	367	367	367	0	0.0328
1	1144	3979	172	39753	18	15	115	516	458	458	458	0	0.0432
1	1145	4678	372	39771	35	16	187	1116	898	898	898	0	0.0795
1	1146	5077	344	39806	59	15	239	1032	860	860	860	0	0.0678
1	1147	4734	468	39865	51	15	153	1404	1060	1057	1057	0	0.0989
1	1148	3806	151	39916	10	16	74	453	402	402	402	0	0.0397
1	1149	4839	250	39926	12	16	142	750	632	632	632	0	0.0517
1	1150	6172	818	39938	120	15	164	2454	1746	1746	1746	0	0.1325
1	1151	4643	421	40058	59	16	204	1263	999	1003	1003	0	0.0907
1	1152	3050	67	40117	7	16	26	201	192	192	192	0	0.0220
1	1153	3936	215	40124	19	16	104	645	541	541	541	0	0.0546
1	1154	4699	318	40143	18	17	134	954	788	788	788	0	0.0677
1	1155	5128	248	40161	18	17	149	744	639	639	639	0	0.0484
1	1156	3465	86	40179	9	17	47	258	268	268	268	0	0.0248
1	1157	4654	517	40188	70	17	226	1551	1217	1217	1221	0	0.1111
1	1158	3756	144	40258	11	18	65	432	389	391	391	0	0.0383
1	1159	4182	269	40269	26	17	116	807	678	678	678	0	0.0643
1	1160	4042	175	40295	21	18	95	525	470	470	470	0	0.0433
1	1161	5538	404	40316	19	17	167	1212	943	943	943	0	0.0730
1	1162	5671	584	40335	36	15	289	1752	1361	1361	1361	0	0.1030
1	1163	6610	763	40371	57	17	331	2289	1773	1773	1773	0	0.1154
1	1164	5656	360	40428	32	17	181	1080	885	885	885	0	0.0636
1	1165	6440	669	40460	61	18	296	2007	1564	1569	1567	0	0.1039
1	1166	5553	324	40521	25	18	168	972	806	806	806	0	0.0583
1	1167	4440	246	40546	12	16	120	738	615	615	615	0	0.0554
1	1168	4410	257	40558	12	16	106	771	630	630	630	0	0.0583
1	1169	5284	501	40570	36	18	207	1503	1169	1169	1169	0	0.0948
1	1170	5258	374	40606	35	18	207	1122	917	917	917	0	0.0711
1	1171	4035	192	40641	5	18	104	576	484	484	484	0	0.0476
1	1172	5546	289	40646	37	18	170	867	737	737	737	0	0.0521
1	1173	6671	869	40683	51	16	273	2607	1916	1916	1916	0	0.1303
1	1174	4884	226	40734	17	16	121	678	562	561	562	0	0.0463
1	1175	4781	214	40751	23	15	109	642	541	541	541	0	0.0448
1	1176	6146	568	40774	79	14	185	1704	1249	1249	1249	0	0.0924
1	1177	4876	341	40853	22	13	197	1023	825	825	825	0	0.0699
1	1178	4753	223	40875	25	14	133	669	565	565	565	0	0.0469
1	1179	4838	229	40900	16	13	113	687	567	567	567	0	0.0473
1	1180	5077	186	40916	17	15	91	558	495	495	495	0	0.0366
1	1181	3777	143	40933	7	15	69	429	393	393	393	0	0.0379
1	1182	5569	460	40940	51	13	298	1380	1128	1128	1128	0	0.0826
1	1183	4372	251	40991	14	15	82	753	598	598	598	0	0.0574
1	1184	6357	919	41005	35	15	220	2757	2002	2002	2002	0	0.1446
1	1185	4428	151	41040	20	15	88	453	418	418	418	0	0.0341
1	1186	5850	370	41060	32	15	181	1110	898	898	898	0	0.0632
1	1187	20758	15414	41092	30	14	130	46242	34200	34200	30827	0	0.7426
1	1188	38686	32832	41122	92	16	841	98496	74326	74326	65416	0	0.8487
1	1189	5542	350	41214	24	16	174	1050	842	843	843	0	0.0632
1	1190	5324	261	41238	8	16	103	783	614	616	611	0	0.0490
1	1191	7286	2090	41246	44	16	107	6270	3977	3976	3976	0	0.2869
1	1192	5659	577	41290	13	16	71	1731	1152	1134	1114	0	0.1020
1	1193	5446	319	41303	4	15	44	957	664	664	643	0	0.0586
1	1194	6308	1184	41307	6	17	63	3552	2169	2169	2169	0	0.1877
1	1195	5208	84	41313	5	17	56	252	213	213	213	0	0.0161
1	1196	5581	463	41318	19	17	128	1389	1012	1010	989	0	0.0830
1	1197	5560	442	41337	5	17	45	1326	864	864	836	0	0.0795
1	1198	5227	111	41342	5	18	39	333	249	250	250	0	0.0212
1	1199	5432	209	41347	12	18	116	627	517	515	515	0	0.0385
1	1200	5397	297	41359	17	18	53	891	642	642	628	0	0.0550
1	1201	5195	68	41376	2	18	28	204	173	173	173	0	0.0131
1	1202	7099	1908	41378	1	19	32	5724	3403	3403	3403	0	0.2688
1	1203	5412	173	41379	17	19	100	519	446	446	446	0	0.0320
1	1204	5965	623	41396	10	19	44	1869	1205	1203	1175	0	0.1044
1	1205	5791	675	41406	11	19	34	2025	1290	1290	1254	0	0.1166
1	1206	5521	339	41417	8	19	63	1017	713	724	707	0	0.0614
1	1207	5311	174	41425	1	19	18	522	377	377	371	0	0.0328
1	1208	6258	1097	41426	2	19	20	3291	1993	1993	1993	0	0.1753
1	1209	5260	107	41428	28	20	23	321	263	263	263	0	0.0203
1	1210	6756	1597	41456	6	20	18	4791	2885	2881	2881	0	0.2364
1	1211	5371	226	41462	1	20	10	678	453	461	448	0	0.0421
1	1212	5473	282	41463	12	20	119	846	693	696	696	0	0.0515
1	1213	7195	2049	41475	0	20	9	6147	3687	3687	3687	0	0.2848
1	1214	5961	863	41475	10	20	82	2589	1707	1681	1632	0	0.1448
1	1215	5327	163	41485	3	20	13	489	349	349	347	0	0.0306
1	1216	5245	95	41488	2	21	8	285	212	212	212	0	0.0181
1	1217	5552	418	41490	3	21	20	1254	819	819	783	0	0.0753
1	1218	9508	4422	41493	5	21	58	13266	8916	8902	8902	0	0.4651
1	1219	5246	107	41498	3	21	25	321	273	273	273	0	0.0204
1	1220	6036	889	41501	2	21	10	2667	1637	1579	1579	0	0.1473
1	1221	5410	281	41503	4	21	24	843	586	586	570	0	0.0519
1	1222	5205	50	41507	2	21	11	150	135	135	135	0	0.0096
1	1223	5389	54	41509	0	21	20	162	155	155	155	0	0.0100
